scorer,,,,,,,Cleaned,,,
bodyparts,LHand,LHand,LHand,RHand,RHand,RHand,Lhand,,Rhand,
coords,x,y,likelihood,x,y,likelihood,x,y,x,y
238,154.4276392,432.3200543,0.999999762,62.09130573,436.8741096,1,154.4276392,432.3200543,62.09130573,436.8741096
239,148.89526,441.9858253,0.999999881,63.69025469,390.6062388,0.999997735,148.89526,441.9858253,63.69025469,390.6062388
240,146.5878962,454.3165777,1,75.77584457,362.674993,0.988719523,146.5878962,454.3165777,75.77584457,362.674993
241,138.5464916,462.4617529,0.999999762,86.49471378,341.9202688,0.995417237,138.5464916,462.4617529,86.49471378,341.9202688
242,129.7158694,472.7601042,0.999999642,92.60091573,354.6068012,0.99866724,129.7158694,472.7601042,92.60091573,354.6068012
243,123.8211871,486.7475231,0.999999642,101.2766184,366.7236981,0.999995351,123.8211871,486.7475231,101.2766184,366.7236981
244,117.9489545,500.3894425,0.999999523,101.8694677,388.5149668,1,117.9489545,500.3894425,101.8694677,388.5149668
245,114.8698294,513.8151877,0.999999523,102.7575955,404.4489816,1,114.8698294,513.8151877,102.7575955,404.4489816
246,115.3334199,527.1304018,0.999995947,101.7443237,424.0272036,1,115.3334199,527.1304018,101.7443237,424.0272036
247,117.1300859,542.3086948,0.999999642,101.4936476,447.7016478,1,117.1300859,542.3086948,101.4936476,447.7016478
248,117.8053972,545.5319269,0.999999881,97.41103792,467.1437842,1,117.8053972,545.5319269,97.41103792,467.1437842
249,127.3229012,544.0724118,0.999996662,92.31520981,488.791049,1,127.3229012,544.0724118,92.31520981,488.791049
250,171.5458848,505.0526962,0.999998569,88.55020237,509.4135381,1,171.5458848,505.0526962,88.55020237,509.4135381
251,206.4756536,432.370172,0.999999881,93.35849869,527.4155788,1,206.4756536,432.370172,93.35849869,527.4155788
252,233.5776291,388.8133934,0.999999881,98.92185402,551.3961103,1,233.5776291,388.8133934,98.92185402,551.3961103
253,229.9357288,356.3126512,0.999996662,106.6302524,568.2577677,1,229.9357288,356.3126512,106.6302524,568.2577677
254,220.8674064,335.1148508,0.999986291,110.2955344,581.4820185,0.999999762,220.8674064,335.1148508,110.2955344,581.4820185
255,207.9615993,338.2637944,0.99999094,110.8900762,587.126012,0.999984264,207.9615993,338.2637944,110.8900762,587.126012
256,197.9504467,345.5704093,0.999991417,114.9330131,589.5399164,0.999999404,197.9504467,345.5704093,114.9330131,589.5399164
257,183.6438498,361.5167329,0.999997377,117.3303131,594.440495,0.999989986,183.6438498,361.5167329,117.3303131,594.440495
258,174.6622772,364.1431902,0.999972224,119.8005295,601.0052276,0.99140054,174.6622772,364.1431902,119.8005295,601.0052276
259,168.5832806,372.9272361,0.999926925,115.1354547,609.4662557,0.081150286,168.5832806,372.9272361,115.1354547,
260,166.2128141,374.7767763,0.999998331,112.9050083,610.1785107,0.505859196,166.2128141,374.7767763,112.9050083,
261,163.687079,380.8061282,0.999999642,112.3283186,611.4356289,0.007527908,163.687079,380.8061282,112.3283186,
262,162.0498316,388.5297173,0.999999881,122.6673429,614.5219994,0.004669188,162.0498316,388.5297173,122.6673429,
263,163.6156485,396.3201895,0.999999881,124.0782572,614.0127363,0.005331128,163.6156485,396.3201895,124.0782572,
264,162.8350694,403.3926911,1,123.8025559,613.5203829,0.012229047,162.8350694,403.3926911,123.8025559,
265,160.0288219,411.3461733,0.999999881,122.7980644,614.076334,0.007443072,160.0288219,411.3461733,122.7980644,
266,158.7299562,421.1769706,0.999999881,119.6989923,615.4295902,0.004763444,158.7299562,421.1769706,119.6989923,
267,159.12308,427.954143,0.999999881,118.6406817,615.8213644,0.0026337,159.12308,427.954143,118.6406817,
268,160.8461604,435.5318657,1,90.96067345,593.9563327,0.997074008,160.8461604,435.5318657,90.96067345,593.9563327
269,154.9526985,445.6046796,0.999999881,55.42656374,514.2251253,1,154.9526985,445.6046796,55.42656374,514.2251253
270,145.1624117,455.4159822,0.999999881,45.3088311,431.9830985,0.999980807,145.1624117,455.4159822,45.3088311,431.9830985
271,133.4681617,461.9461031,1,1.412567377,0.137972116,0.002509992,133.4681617,461.9461031,,
272,126.801024,471.2336888,0.999999881,74.24575138,358.4289293,0.002021497,126.801024,471.2336888,74.24575138,
273,118.6270487,481.0577784,0.999999762,74.80807114,307.4696427,0.003884726,118.6270487,481.0577784,74.80807114,
274,113.3570719,487.7238431,0.999999285,67.49272507,327.037806,0.9996804,113.3570719,487.7238431,67.49272507,327.037806
275,110.1557021,498.7991189,1,82.59066093,355.6320474,0.98293972,110.1557021,498.7991189,82.59066093,355.6320474
276,103.0515969,514.4457278,0.999999881,93.8601644,367.138454,0.999994636,103.0515969,514.4457278,93.8601644,367.138454
277,99.04636538,522.5713748,1,94.55652308,383.4728332,1,99.04636538,522.5713748,94.55652308,383.4728332
278,99.38702637,526.5470483,1,95.31391907,398.0973647,1,99.38702637,526.5470483,95.31391907,398.0973647
279,101.1164472,530.2237744,1,94.90420938,417.3873885,1,101.1164472,530.2237744,94.90420938,417.3873885
280,105.9418089,538.8367873,0.999999046,91.83742097,438.9903309,1,105.9418089,538.8367873,91.83742097,438.9903309
281,134.0984476,539.7766367,0.999997377,87.26390266,458.9771163,1,134.0984476,539.7766367,87.26390266,458.9771163
282,196.3717624,479.1081438,0.999999762,82.21078432,479.2758076,1,196.3717624,479.1081438,82.21078432,479.2758076
283,224.3535752,405.8802693,1,81.57297182,504.7216454,1,224.3535752,405.8802693,81.57297182,504.7216454
284,232.388607,367.0234478,0.999997377,84.13895063,521.6856256,1,232.388607,367.0234478,84.13895063,521.6856256
285,215.5458159,338.0280621,0.999965668,89.69939375,534.231653,1,215.5458159,338.0280621,89.69939375,534.231653
286,201.3658991,329.9791727,0.999943495,94.60645819,549.4900051,1,201.3658991,329.9791727,94.60645819,549.4900051
287,174.3799891,325.3859446,0.999875307,99.14169389,566.3792229,1,174.3799891,325.3859446,99.14169389,566.3792229
288,159.1066909,347.7566958,0.999971628,110.8075306,577.0040476,0.999999642,159.1066909,347.7566958,110.8075306,577.0040476
289,152.1442449,353.0765309,0.999926686,118.6740084,583.725301,0.999971986,152.1442449,353.0765309,118.6740084,583.725301
290,145.4953458,356.4700302,0.999997377,118.1516633,589.0929086,0.999993443,145.4953458,356.4700302,118.1516633,589.0929086
291,143.3906128,361.927567,0.999994278,116.3928522,592.5068941,0.999982834,143.3906128,361.927567,116.3928522,592.5068941
292,144.2856255,371.1312333,0.999999046,117.3407028,594.3143588,0.999994516,144.2856255,371.1312333,117.3407028,594.3143588
293,144.0648422,376.2144742,0.999999046,118.5844786,596.2047951,0.999978423,144.0648422,376.2144742,118.5844786,596.2047951
294,145.3407521,376.887315,0.999999285,121.2730789,597.1774548,0.999693274,145.3407521,376.887315,121.2730789,597.1774548
295,147.9807613,377.3580863,0.999999404,123.6865018,597.0205454,0.999818981,147.9807613,377.3580863,123.6865018,597.0205454
296,152.8996959,379.9299338,0.999999762,126.8941579,596.9357702,0.999941111,152.8996959,379.9299338,126.8941579,596.9357702
297,157.5063276,385.9746799,0.999999762,128.2085626,598.5581403,0.999619961,157.5063276,385.9746799,128.2085626,598.5581403
298,160.1630037,391.0081761,0.999998569,113.7204552,579.5816761,1,160.1630037,391.0081761,113.7204552,579.5816761
299,160.5384703,392.4131362,0.999998212,79.4084549,508.9861993,1,160.5384703,392.4131362,79.4084549,508.9861993
300,160.0705662,394.472513,0.999994159,64.90355921,425.3843534,1,160.0705662,394.472513,64.90355921,425.3843534
301,155.3403118,400.5104492,0.999995232,69.17813039,380.3383331,0.994042575,155.3403118,400.5104492,69.17813039,380.3383331
302,148.953159,407.0160375,0.999996662,91.56375918,340.542492,0.99987483,148.953159,407.0160375,91.56375918,340.542492
303,144.4634118,415.9320297,0.99999094,103.2865524,326.8935726,0.999856234,144.4634118,415.9320297,103.2865524,326.8935726
304,143.2405539,424.1195965,0.999995232,112.8167868,327.3517246,0.976553261,143.2405539,424.1195965,112.8167868,327.3517246
305,141.5930985,436.9515675,0.999999166,122.3723649,346.2316542,0.998731554,141.5930985,436.9515675,122.3723649,346.2316542
306,142.1275177,456.4937382,0.999995708,120.0669804,368.7897608,0.999999762,142.1275177,456.4937382,120.0669804,368.7897608
307,143.2825527,472.8930564,0.999998212,119.6045737,392.942327,0.999999881,143.2825527,472.8930564,119.6045737,392.942327
308,145.5946925,479.8887296,0.999999762,111.62047,412.3494497,0.999998689,145.5946925,479.8887296,111.62047,412.3494497
309,147.0912743,494.5832796,1,106.7178328,442.5046136,0.999999523,147.0912743,494.5832796,106.7178328,442.5046136
310,161.1357286,495.6432614,0.999999523,109.0433409,464.4686074,0.999989867,161.1357286,495.6432614,109.0433409,464.4686074
311,206.721113,455.278759,1,119.383384,479.4927092,1,206.721113,455.278759,119.383384,479.4927092
312,236.445594,388.2595371,1,129.1765203,502.7603548,1,236.445594,388.2595371,129.1765203,502.7603548
313,241.917047,361.9065075,0.999999762,136.4705782,519.5912499,1,241.917047,361.9065075,136.4705782,519.5912499
314,231.2680774,340.7737044,0.999994159,142.1807857,536.5686259,1,231.2680774,340.7737044,142.1807857,536.5686259
315,220.5810671,325.8107274,0.999999762,143.8910458,549.3590323,1,220.5810671,325.8107274,143.8910458,549.3590323
316,201.5762844,311.9859138,0.999994397,147.8811577,561.8090286,1,201.5762844,311.9859138,147.8811577,561.8090286
317,196.5193349,343.5933127,0.999923587,150.6857162,572.0515985,1,196.5193349,343.5933127,150.6857162,572.0515985
318,190.9471147,352.2690072,0.998976469,152.7424746,584.0969753,0.999999881,190.9471147,352.2690072,152.7424746,584.0969753
319,180.4282798,359.1169257,0.999993563,152.6189685,591.1465151,0.999999404,180.4282798,359.1169257,152.6189685,591.1465151
320,175.586108,367.5791159,0.999996305,147.49658,598.4947581,0.999976277,175.586108,367.5791159,147.49658,598.4947581
321,170.9480779,383.3560262,0.99999845,137.1785722,611.76682,0.160483956,170.9480779,383.3560262,137.1785722,
322,173.4145589,401.6145458,1,139.3015857,612.3687639,0.005733967,173.4145589,401.6145458,139.3015857,
323,175.8943269,419.5009524,1,128.7364902,599.2475946,0.9769876,175.8943269,419.5009524,128.7364902,599.2475946
324,176.7623127,436.7687356,1,104.1594677,544.4657912,1,176.7623127,436.7687356,104.1594677,544.4657912
325,167.3132038,449.9988275,1,71.45720482,449.1867943,1,167.3132038,449.9988275,71.45720482,449.1867943
326,159.463115,464.365103,0.999999762,67.25272745,390.6785629,0.999994278,159.463115,464.365103,67.25272745,390.6785629
327,149.1378537,491.6499076,0.999999881,86.40276766,355.8261297,0.003748963,149.1378537,491.6499076,86.40276766,
328,143.8264718,506.7482868,0.999999166,90.88401556,329.9354973,0.015090967,143.8264718,506.7482868,90.88401556,
329,135.1038523,517.5281423,0.999999881,85.47411489,308.7482768,0.123384118,135.1038523,517.5281423,85.47411489,
330,128.7409337,528.448323,0.999999523,93.2417357,326.5862401,0.999983072,128.7409337,528.448323,93.2417357,326.5862401
331,119.1841884,541.3762602,0.999999166,109.3153406,353.0968928,0.99956125,119.1841884,541.3762602,109.3153406,353.0968928
332,113.6832795,552.5680833,0.999997735,112.7394688,362.9327077,1,113.6832795,552.5680833,112.7394688,362.9327077
333,106.4444836,563.4489917,0.999999404,105.9288855,378.2968915,1,106.4444836,563.4489917,105.9288855,378.2968915
334,101.7623615,575.3924582,0.999999762,98.77660358,398.1424253,1,101.7623615,575.3924582,98.77660358,398.1424253
335,97.59103513,584.0257759,0.999997854,93.4181087,417.574245,1,97.59103513,584.0257759,93.4181087,417.574245
336,92.980461,589.6620815,0.980091929,87.4327836,434.7064787,1,92.980461,589.6620815,87.4327836,434.7064787
337,95.2605648,591.4024901,0.880479455,86.65488935,454.1366398,1,,,86.65488935,454.1366398
338,133.06578,573.0339311,0.999996901,85.26689398,470.9265537,1,133.06578,573.0339311,85.26689398,470.9265537
339,189.9873998,510.4477103,0.999999523,80.81208181,492.453707,1,189.9873998,510.4477103,80.81208181,492.453707
340,223.2994041,419.6374543,1,90.27198362,516.5688028,1,223.2994041,419.6374543,90.27198362,516.5688028
341,229.9528075,383.5239906,0.999998808,99.28204471,535.7774901,1,229.9528075,383.5239906,99.28204471,535.7774901
342,210.9017936,344.6978929,0.999999285,108.7131156,551.3522055,1,210.9017936,344.6978929,108.7131156,551.3522055
343,190.5490894,330.2791494,0.999996424,112.5144205,564.6654901,1,190.5490894,330.2791494,112.5144205,564.6654901
344,179.1656218,336.8900905,0.999960065,118.1115589,574.6869855,0.999999881,179.1656218,336.8900905,118.1115589,574.6869855
345,176.8209102,357.356122,0.999969125,129.1776443,584.7249756,0.999985814,176.8209102,357.356122,129.1776443,584.7249756
346,170.7669449,365.7711188,0.999926448,133.9031117,589.3416845,0.999998569,170.7669449,365.7711188,133.9031117,589.3416845
347,164.8905591,380.6188988,0.999998093,137.6803098,595.6585613,0.999838233,164.8905591,380.6188988,137.6803098,595.6585613
348,162.486958,392.9732296,0.999999642,137.7543836,602.355196,0.997635007,162.486958,392.9732296,137.7543836,602.355196
349,160.6506319,405.3709576,0.999999881,137.9924119,614.5613928,0.007888845,160.6506319,405.3709576,137.9924119,
350,157.2219154,421.0301865,1,120.5788929,609.1028795,0.003261442,157.2219154,421.0301865,120.5788929,
351,155.7196169,435.4930566,1,91.74991646,575.0586057,1,155.7196169,435.4930566,91.74991646,575.0586057
352,150.7964926,456.2940311,0.999999762,60.07877159,486.6901941,1,150.7964926,456.2940311,60.07877159,486.6901941
353,142.4985993,474.0608224,0.999999285,56.81334782,408.5238543,1,142.4985993,474.0608224,56.81334782,408.5238543
354,129.5973859,487.7027647,0.999999762,70.95822716,359.446507,0.268935174,129.5973859,487.7027647,70.95822716,
355,118.1114564,501.7461126,1,70.18981314,322.9247422,0.990945101,118.1114564,501.7461126,70.18981314,322.9247422
356,111.5103767,515.946803,0.999999881,76.16435286,529.3289011,0.000580911,111.5103767,515.946803,76.16435286,
357,107.7261533,522.6752106,0.999999523,84.6255241,320.3089004,0.875987768,107.7261533,522.6752106,84.6255241,
358,102.6619887,533.9497212,1,93.92583191,346.0612278,0.995113552,102.6619887,533.9497212,93.92583191,346.0612278
359,102.1982443,548.9588225,1,98.72298598,358.8656743,0.999999762,102.1982443,548.9588225,98.72298598,358.8656743
360,103.5203731,564.5027109,0.999999881,97.79705858,377.6223381,1,103.5203731,564.5027109,97.79705858,377.6223381
361,104.0265751,576.5808918,0.999999642,95.4695344,395.150276,0.999999762,104.0265751,576.5808918,95.4695344,395.150276
362,102.1855044,582.4709058,0.999999881,91.62298056,406.1235554,0.999999881,102.1855044,582.4709058,91.62298056,406.1235554
363,98.21245754,586.9006126,0.99999547,87.75407791,420.9033984,1,98.21245754,586.9006126,87.75407791,420.9033984
364,95.68581581,590.9234474,0.999893546,86.24278784,436.0029948,1,95.68581581,590.9234474,86.24278784,436.0029948
365,114.065215,593.1254997,0.968863726,89.17885256,447.5386624,0.999999881,114.065215,593.1254997,89.17885256,447.5386624
366,143.4571877,583.4070024,0.999999881,91.5191128,457.2047195,0.999999762,143.4571877,583.4070024,91.5191128,457.2047195
367,188.857574,513.8807852,1,93.15108931,471.4266858,1,188.857574,513.8807852,93.15108931,471.4266858
368,222.7763655,436.5275619,1,103.7456114,486.2617517,1,222.7763655,436.5275619,103.7456114,486.2617517
369,235.6801123,388.6107335,1,116.5084839,490.002543,1,235.6801123,388.6107335,116.5084839,490.002543
370,229.2519881,357.5458215,0.999939442,127.7563348,493.3830404,1,229.2519881,357.5458215,127.7563348,493.3830404
371,216.9486802,333.2311978,0.999866009,131.6676348,497.4292264,1,216.9486802,333.2311978,131.6676348,497.4292264
372,199.9170833,329.6019912,0.999981403,133.8762677,505.2589598,1,199.9170833,329.6019912,133.8762677,505.2589598
373,193.7539542,342.1720285,0.999999881,136.6445565,512.2234492,1,193.7539542,342.1720285,136.6445565,512.2234492
374,185.5978031,357.1490549,0.999994874,139.1289196,526.168164,1,185.5978031,357.1490549,139.1289196,526.168164
375,187.7989349,360.8957214,0.999998808,143.4374626,535.7045107,1,187.7989349,360.8957214,143.4374626,535.7045107
376,189.2213508,369.1485121,1,152.7343736,539.712156,1,189.2213508,369.1485121,152.7343736,539.712156
377,186.7781144,382.0580604,0.999999881,150.6046741,538.7966187,1,186.7781144,382.0580604,150.6046741,538.7966187
378,186.5149254,389.5641335,1,133.4425669,506.9581383,1,186.5149254,389.5641335,133.4425669,506.9581383
379,182.3571167,395.6694105,0.999999762,96.02251673,438.2040021,1,182.3571167,395.6694105,96.02251673,438.2040021
380,176.9896634,401.5325904,0.999999881,80.31579971,383.962347,1,176.9896634,401.5325904,80.31579971,383.962347
381,172.1164028,407.5227132,0.999999523,80.15944076,358.0555642,0.999999762,172.1164028,407.5227132,80.15944076,358.0555642
382,165.8102318,414.183202,0.999999881,87.79717731,339.2021696,0.999955654,165.8102318,414.183202,87.79717731,339.2021696
383,161.839406,423.1114044,0.999999642,98.86349046,329.384922,0.999987006,161.839406,423.1114044,98.86349046,329.384922
384,156.7706845,433.3767149,0.999999881,110.3076656,333.5536617,0.999992013,156.7706845,433.3767149,110.3076656,333.5536617
385,153.193747,441.9051204,0.999999881,116.4463687,345.8675823,1,153.193747,441.9051204,116.4463687,345.8675823
386,151.4421716,457.1584072,0.999999881,116.9717293,362.2616429,1,151.4421716,457.1584072,116.9717293,362.2616429
387,146.8963665,470.5912926,1,112.600873,376.8846588,1,146.8963665,470.5912926,112.600873,376.8846588
388,145.3621602,482.7790105,0.999999881,110.0508909,390.4011343,1,145.3621602,482.7790105,110.0508909,390.4011343
389,143.7530174,493.0962847,0.999997854,109.2742928,404.8926496,1,143.7530174,493.0962847,109.2742928,404.8926496
390,143.2741566,502.2987847,0.999998927,103.7798774,419.1654298,1,143.2741566,502.2987847,103.7798774,419.1654298
391,141.7464824,514.2628355,0.999998927,97.08622694,440.9930034,1,141.7464824,514.2628355,97.08622694,440.9930034
392,145.5213637,519.8924119,0.999999881,92.69710982,463.0513692,1,145.5213637,519.8924119,92.69710982,463.0513692
393,149.220787,522.5278574,1,89.76397324,480.4598684,1,149.220787,522.5278574,89.76397324,480.4598684
394,177.7135863,492.2279263,0.999999881,88.81780529,499.7287021,1,177.7135863,492.2279263,88.81780529,499.7287021
395,213.4215481,423.5127199,1,90.71478224,513.0774512,1,213.4215481,423.5127199,90.71478224,513.0774512
396,227.017148,393.1505284,1,98.53247786,521.7831402,1,227.017148,393.1505284,98.53247786,521.7831402
397,218.3215501,376.4099445,0.999999166,104.7993989,528.4814367,1,218.3215501,376.4099445,104.7993989,528.4814367
398,214.4829717,361.0460353,0.999985218,103.905025,543.130914,1,214.4829717,361.0460353,103.905025,543.130914
399,210.7377548,345.9233727,0.999991775,102.0428743,555.7055702,1,210.7377548,345.9233727,102.0428743,555.7055702
400,200.0423684,329.3087022,0.999937892,102.9956031,569.3113351,1,200.0423684,329.3087022,102.9956031,569.3113351
401,185.775866,324.4232491,0.999992728,105.419961,579.0223714,1,185.775866,324.4232491,105.419961,579.0223714
402,164.6373788,327.6809728,0.999981523,107.9528416,585.8956532,0.999999881,164.6373788,327.6809728,107.9528416,585.8956532
403,157.0579656,349.1844379,0.999992013,109.2323642,588.8296968,0.999999762,157.0579656,349.1844379,109.2323642,588.8296968
404,152.6380267,358.2138813,0.999951482,110.6593919,593.8589916,0.999998212,152.6380267,358.2138813,110.6593919,593.8589916
405,145.4860032,363.2114059,0.972309947,109.7906079,600.5192256,0.999373376,145.4860032,363.2114059,109.7906079,600.5192256
406,138.2576771,373.1363956,0.998624563,104.850441,606.5925124,0.991310716,138.2576771,373.1363956,104.850441,606.5925124
407,133.0709802,378.4504108,0.995016515,99.14954132,611.4862146,0.150394902,133.0709802,378.4504108,99.14954132,
408,129.9257128,383.2568753,0.999758065,92.68312043,611.5745702,0.003067335,129.9257128,383.2568753,92.68312043,
409,125.705768,391.4177089,0.999814689,115.5667877,384.4986701,0.000660878,125.705768,391.4177089,115.5667877,
410,127.6684623,395.5911584,0.999998689,94.47398925,610.1228576,0.000852656,127.6684623,395.5911584,94.47398925,
411,128.5027344,398.3425455,0.999999285,127.7483768,608.709712,0.001190553,128.5027344,398.3425455,127.7483768,
412,127.5637174,406.7354116,0.999999046,122.722351,602.507782,0.023068387,127.5637174,406.7354116,122.722351,
413,126.9565017,415.5175478,0.999998927,115.5959998,609.0540247,0.028949155,126.9565017,415.5175478,115.5959998,
414,129.2945037,423.9437282,0.999999642,86.28592253,597.8385087,0.988722444,129.2945037,423.9437282,86.28592253,597.8385087
415,131.1134974,431.126554,0.999999523,49.02126694,536.2099323,1,131.1134974,431.126554,49.02126694,536.2099323
416,127.3518665,438.4072554,1,29.46779346,449.4305801,1,127.3518665,438.4072554,29.46779346,449.4305801
417,119.1171305,446.2945423,0.999999166,32.37208843,392.0323124,0.999943376,119.1171305,446.2945423,32.37208843,392.0323124
418,113.3343072,452.8541694,0.999999881,43.53685695,361.2611613,0.030435082,113.3343072,452.8541694,43.53685695,
419,105.5920355,462.1874268,0.999997616,2.051408529,0.28709054,0.000970736,105.5920355,462.1874268,,
420,103.0316241,470.3798997,0.999999762,64.53320408,335.5089958,0.999317169,103.0316241,470.3798997,64.53320408,335.5089958
421,98.94024825,479.9242096,0.999999404,79.1393733,351.8369925,0.999857783,98.94024825,479.9242096,79.1393733,351.8369925
422,96.63454247,488.1708102,0.999999762,83.73306304,368.3266985,1,96.63454247,488.1708102,83.73306304,368.3266985
423,94.81043696,493.2671442,1,87.64452076,382.7410302,1,94.81043696,493.2671442,87.64452076,382.7410302
424,102.6265233,499.7273622,0.999999881,89.64227438,402.3549045,1,102.6265233,499.7273622,89.64227438,402.3549045
425,132.2919885,497.6011569,0.999999881,92.39991602,431.8317118,1,132.2919885,497.6011569,92.39991602,431.8317118
426,190.5732529,448.4212978,1,90.46242082,467.2696651,1,190.5732529,448.4212978,90.46242082,467.2696651
427,219.2253344,383.7280006,1,97.80255079,500.890074,1,219.2253344,383.7280006,97.80255079,500.890074
428,229.5046068,355.7724067,0.999999166,103.4413986,524.3658857,1,229.5046068,355.7724067,103.4413986,524.3658857
429,216.8840015,331.4092668,0.999978542,105.9813409,542.3722973,1,216.8840015,331.4092668,105.9813409,542.3722973
430,201.4549491,325.2491578,0.999996543,111.4609427,554.6590033,1,201.4549491,325.2491578,111.4609427,554.6590033
431,189.6142969,340.5070662,0.999999166,117.4529369,565.2383442,1,189.6142969,340.5070662,117.4529369,565.2383442
432,184.3808784,362.2671496,0.999997377,120.4738302,575.495671,1,184.3808784,362.2671496,120.4738302,575.495671
433,180.5664458,367.6174462,0.999583781,123.4377864,585.1991134,0.999999523,180.5664458,367.6174462,123.4377864,585.1991134
434,177.5314088,372.6921999,0.999999642,122.6095525,591.0078301,0.999972105,177.5314088,372.6921999,122.6095525,591.0078301
435,176.2199597,382.7336364,0.999999762,123.665642,594.9182018,0.999915242,176.2199597,382.7336364,123.665642,594.9182018
436,175.2843928,397.98743,0.999999166,128.221386,601.0910087,0.956671774,175.2843928,397.98743,128.221386,601.0910087
437,175.5849204,416.139123,0.999999285,126.3010411,611.0132275,0.001321108,175.5849204,416.139123,126.3010411,
438,178.1613548,431.9930778,0.999999881,138.0503092,614.2346878,0.004584667,178.1613548,431.9930778,138.0503092,
439,179.0981097,448.9712241,0.999999881,2.2229985,0.498152256,0.00225803,179.0981097,448.9712241,,
440,180.9358801,464.872427,0.999999881,102.7499743,596.752315,0.632234454,180.9358801,464.872427,102.7499743,
441,178.4064566,478.5996492,0.999999762,73.04257107,538.0050596,0.999999881,178.4064566,478.5996492,73.04257107,538.0050596
442,167.0675874,492.0401763,0.999999762,57.07399035,445.9151866,1,167.0675874,492.0401763,57.07399035,445.9151866
443,153.996172,507.6939281,0.999999762,66.48682559,382.0119429,0.999985695,153.996172,507.6939281,66.48682559,382.0119429
444,143.8278952,519.394012,0.999999762,76.4559288,346.1185061,0.963798046,143.8278952,519.394012,76.4559288,346.1185061
445,132.2184087,526.8468995,1,88.65506554,319.0316167,0.998968601,132.2184087,526.8468995,88.65506554,319.0316167
446,124.6646469,535.6192124,0.999999762,88.94889116,316.5217306,0.999696612,124.6646469,535.6192124,88.94889116,316.5217306
447,116.9711431,543.4120104,0.999999881,94.54268384,331.8380982,0.999993682,116.9711431,543.4120104,94.54268384,331.8380982
448,109.9199464,554.9068214,0.999999881,94.35004115,352.3566096,0.999999642,109.9199464,554.9068214,94.35004115,352.3566096
449,106.7779026,566.1640916,1,94.77969456,365.1840725,1,106.7779026,566.1640916,94.77969456,365.1840725
450,105.3495917,575.5555449,0.999999762,93.73004532,380.5096263,1,105.3495917,575.5555449,93.73004532,380.5096263
451,103.815516,580.3707003,1,89.59027863,393.1541183,0.999999762,103.815516,580.3707003,89.59027863,393.1541183
452,106.2819393,580.3274665,1,84.93698013,408.5494204,1,106.2819393,580.3274665,84.93698013,408.5494204
453,129.352473,559.4629457,0.999973655,82.46788073,424.9940562,1,129.352473,559.4629457,82.46788073,424.9940562
454,184.0765624,496.2245636,0.999999523,80.83511162,446.2972188,1,184.0765624,496.2245636,80.83511162,446.2972188
455,224.6051922,411.460475,1,86.29469323,463.7778835,1,224.6051922,411.460475,86.29469323,463.7778835
456,238.5078053,376.7057557,0.999998569,94.46728039,478.7250652,1,238.5078053,376.7057557,94.46728039,478.7250652
457,222.2165394,346.6915811,0.99995482,99.97536789,493.2740369,1,222.2165394,346.6915811,99.97536789,493.2740369
458,207.9778414,316.5791155,0.999992609,106.3292388,506.0682182,1,207.9778414,316.5791155,106.3292388,506.0682182
459,199.4232259,316.7894567,0.999998808,110.3808649,517.2081591,1,199.4232259,316.7894567,110.3808649,517.2081591
460,188.4548081,327.4963317,0.99993515,115.0953007,531.3364916,1,188.4548081,327.4963317,115.0953007,531.3364916
461,177.166877,350.5977056,0.999998331,119.7637038,542.3328426,1,177.166877,350.5977056,119.7637038,542.3328426
462,174.5498171,359.7951219,0.991169572,125.7557764,554.5988684,1,174.5498171,359.7951219,125.7557764,554.5988684
463,171.2978089,370.3387022,0.999972939,128.561419,566.2374954,1,171.2978089,370.3387022,128.561419,566.2374954
464,172.7773131,382.4792607,0.999999046,135.5741985,579.8296545,1,172.7773131,382.4792607,135.5741985,579.8296545
465,174.0313694,394.17037,0.999999642,136.4450078,588.8234696,0.999999762,174.0313694,394.17037,136.4450078,588.8234696
466,174.0741725,404.4745893,0.999999881,138.8889256,590.143193,0.999997973,174.0741725,404.4745893,138.8889256,590.143193
467,174.0134938,414.303555,0.999999881,137.229862,590.5632856,0.999997973,174.0134938,414.303555,137.229862,590.5632856
468,174.9656193,428.3352649,0.999999762,125.497041,579.6941771,1,174.9656193,428.3352649,125.497041,579.6941771
469,172.4946753,441.9334321,0.999999762,94.09652042,518.516748,0.997308493,172.4946753,441.9334321,94.09652042,518.516748
470,163.7975886,452.1516941,1,136.3275974,613.6445665,0.007626502,163.7975886,452.1516941,136.3275974,
471,150.9885266,466.794378,1,135.2453341,453.3967028,0.000573301,150.9885266,466.794378,135.2453341,
472,140.9948665,478.7854118,0.999999881,106.6404828,613.030036,0.001110136,140.9948665,478.7854118,106.6404828,
473,133.1523898,489.6767044,1,92.04245388,612.3506708,0.002332548,133.1523898,489.6767044,92.04245388,
474,124.9743734,502.276938,1,97.55742073,296.551054,0.999978662,124.9743734,502.276938,97.55742073,296.551054
475,117.7565312,517.6863321,1,109.9075143,313.9859922,0.999996424,117.7565312,517.6863321,109.9075143,313.9859922
476,112.4947779,529.386786,0.999999881,107.5581355,330.7057543,1,112.4947779,529.386786,107.5581355,330.7057543
477,110.2823424,538.7139751,0.999999762,111.264154,346.915733,1,110.2823424,538.7139751,111.264154,346.915733
478,106.2447724,545.2107921,1,110.4321711,368.1347213,1,106.2447724,545.2107921,110.4321711,368.1347213
