scorer,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000
bodyparts,LHand,LHand,LHand,RHand,RHand,RHand,RFinger1,RFinger1,RFinger1,RFinger2,RFinger2,RFinger2,RFinger3,RFinger3,RFinger3,RFinger4,RFinger4,RFinger4,LFinger1,LFinger1,LFinger1,LFinger2,LFinger2,LFinger2,LFinger3,LFinger3,LFinger3,LFinger4,LFinger4,LFinger4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
285,218.9982182,367.7749448,0.999999881,209.633007,581.0055351,0.999999881,223.9193077,568.4050794,0.999999881,228.215295,582.9385941,0.999998569,226.3855437,592.4481497,0.99999702,216.2630205,600.6846499,0.999657512,209.927916,339.5448319,1,190.8586569,361.0571227,0.999999166,190.4784992,375.6034443,0.999999762,207.3593867,388.6633732,1
286,209.2995222,386.1190481,1,208.3374417,587.8845223,0.999990106,221.0401167,578.3398211,0.999997973,222.8227084,589.499457,0.99985981,221.5209589,598.4806755,0.994743466,212.6156315,605.5099058,0.932053447,201.4640088,360.2920237,0.999999642,181.0621368,382.8985591,0.999999881,182.0553308,396.2744338,0.999999762,199.047215,406.873796,1
287,209.3261766,405.8652164,0.999999881,202.7690541,592.5760074,0.99950254,219.3956491,585.0153546,0.997068346,221.0863183,594.9540253,0.164401129,211.9696188,597.2326136,0.00105962,205.9624516,612.4416447,0.002026813,200.3969221,380.2560849,0.999999881,180.7805128,403.3524148,1,181.5926015,417.1395733,0.999999881,197.0982144,427.5918149,1
288,208.4333014,426.2107061,0.999997377,190.3175497,577.5986073,0.999999523,209.4227057,576.3351805,0.999998569,211.0671136,596.4862676,0.999882936,201.4794922,605.4776293,0.763508916,186.2171128,602.3305287,0.947932482,196.7981194,401.0798295,1,178.2085664,425.0167849,0.999999404,180.6015645,440.1202874,0.999999762,195.153085,449.3638105,1
289,205.2171769,446.0321431,0.99999845,151.9422989,523.7366993,1,175.0846562,527.2076154,0.999988317,170.0253978,551.1343172,0.999996305,161.727381,557.1460344,0.999999285,147.0826665,550.2919011,0.999999881,195.3828191,421.8929526,1,177.8431582,446.9664402,0.999999046,181.1021467,462.2244742,0.999999523,193.1622117,469.6519824,0.999999881
290,202.9240057,472.7839222,0.999999046,122.1860142,423.9688106,0.999999762,145.5511963,427.1386349,0.999998927,142.3918142,432.0958819,0.999999881,133.6085445,435.415691,0.999999881,133.2331016,441.8488779,0.999998689,190.4290538,448.8659451,1,174.6600411,472.3339174,0.999996543,178.7768855,487.997968,0.999999881,190.9214787,495.4846187,0.999999166
291,196.8122293,491.0783715,0.999999762,118.1078997,351.0139999,0.999998569,137.9098303,347.9510121,0.999991775,131.2586083,342.6677916,0.999999642,122.7738464,351.8082571,0.999999762,122.389864,361.0757568,0.999999642,185.7947979,467.5056003,1,171.8135033,492.6388474,0.999999523,175.8543546,506.2279462,0.999999762,188.349207,513.9356031,1
292,194.7876855,511.1267469,0.999999762,135.5836906,318.9232938,0.999990702,147.3190988,295.2463994,1,134.6561587,289.3218927,1,129.093977,300.0636174,1,128.9617763,323.5714204,0.999999762,184.3385544,486.8835089,1,170.4994465,513.1574049,0.999999881,173.3292974,524.4438082,0.999999642,186.4787738,533.1344681,1
293,194.9845644,532.0750022,1,144.4276164,294.0845046,0.999992251,152.4322655,269.8377787,0.998576283,139.9569331,266.708119,0.999955893,131.3858493,275.0590731,0.999999762,132.6236856,308.0304697,0.999999881,182.8226619,508.9548208,1,170.8908405,535.195513,0.999999881,174.1628048,546.0200918,0.999999881,188.6410256,553.4588945,1
294,198.4564359,550.4638267,1,157.0801859,315.3974543,0.999879837,182.0404477,538.0363681,0.000593108,165.9628932,281.0526929,0.999973059,154.6196824,298.1723537,0.999992013,144.8311622,330.1270827,1,186.5693735,528.5255945,1,175.1181469,554.8455819,0.999999642,181.1210661,564.9616007,1,193.773283,572.7207114,1
295,200.1802077,570.447392,0.999999881,163.5713332,347.5850667,1,175.4261074,319.2522571,0.004625762,183.0596738,328.3769975,0.999996662,181.8012542,349.8057805,0.999999762,156.2086568,363.2037876,0.999999881,186.9017158,548.2134276,1,179.9682553,573.3609622,1,186.5784534,583.5298865,1,194.8763796,591.5827622,1
296,203.0285158,582.819134,1,171.223155,362.3804585,0.999999881,181.8864571,337.3967607,0.796975434,188.8412861,347.7952828,0.999999762,189.5164715,366.6928382,0.999999642,167.2265835,378.9261047,1,187.1825116,565.1903552,1,177.7405598,590.308924,0.999999881,180.9616771,603.7814229,0.999978304,199.6157832,605.3268441,0.996437788
297,206.527528,592.2712884,0.97208935,172.0702346,378.7361274,0.999999762,182.6409807,353.4692945,0.606996,189.3769122,365.3566985,0.999999881,190.5903814,381.9391514,0.999999881,170.0943866,394.3041195,1,190.4356661,587.0869689,0.984371006,188.158378,606.7863996,0.001178813,197.163465,606.1226249,0.00115822,181.1132793,397.38765,0.001755307
298,1.292559385,1.413432598,0.004111464,175.6232753,394.8307478,0.999999881,187.674947,371.0482662,0.092341252,190.7380877,381.583097,0.999999881,193.5432377,398.3680508,1,175.0774536,410.3802291,1,241.7014501,288.8765912,0.974010527,200.4860559,613.111105,0.000213092,202.786535,611.9236679,0.000298787,191.9148216,413.97861,0.000695117
299,249.1692777,572.4222686,0.999570668,182.0789587,411.3220547,1,193.6514726,388.6349081,0.587511897,200.7246478,398.7653074,0.999999285,200.1164546,415.4232721,0.999999762,182.6717327,425.9770133,1,229.4081244,582.8455288,0.97587651,238.980134,593.7507577,0.999980688,250.031249,594.6247054,0.999460995,259.3067883,591.0058599,0.907256126
300,277.9171181,482.8742471,1,187.1811986,421.8346537,1,193.839185,605.8481429,0.201300725,208.8620813,412.3941769,0.999999404,210.3860852,427.4744297,1,192.6039784,438.4828508,1,249.2038841,498.7969425,0.999999881,253.291231,515.4236007,1,264.6534829,519.9756649,0.999999881,280.4635634,510.4676223,0.999996901
301,290.1031772,400.2596641,0.999999881,192.6721742,439.9715986,1,209.8353243,418.7519532,0.189685285,213.2601731,428.5321562,0.999999523,214.1317127,443.9570711,1,199.5546379,456.5157433,1,266.7885623,398.0834954,0.999546707,267.5186164,402.8909078,0.999999642,269.2101318,410.883871,0.999998331,274.393845,420.573272,1
302,292.7244512,361.9949799,0.999994159,198.9499221,455.787411,1,216.1501186,435.4037824,0.398921251,218.6551927,443.008343,0.999999881,218.1323693,459.4438564,0.999999881,205.9857824,470.5981476,1,268.8929731,351.3311605,0.999994755,273.6132505,347.2663665,0.999955773,275.9310036,359.4391427,0.999904394,277.1158757,368.6000056,0.999988317
303,284.2116164,343.657913,0.999997139,204.2176961,474.2280445,1,218.4412242,454.21103,0.091537029,219.4858418,459.0008006,0.999998569,219.7106279,475.9788759,0.999999762,210.1366671,488.3024688,1,260.1687035,316.734782,0.999999881,270.571614,315.9022825,0.999999523,275.1422442,327.1174407,0.999978662,277.387603,346.2321224,0.99996233
304,276.0515653,338.9834793,0.999999166,206.4332068,487.5696738,1,220.6354111,465.3809195,0.448878258,221.3389323,472.7754502,0.999999523,223.1142173,488.7033086,0.999999881,216.9222307,501.4572078,1,260.257158,304.0043201,0.999999523,272.7060943,302.487464,1,274.4543351,318.3418021,0.999975085,277.6363093,345.0795226,0.999995947
305,269.3955816,337.0973344,0.999994278,211.8493656,503.2061656,1,225.8997397,482.4974148,0.162758082,224.7457452,489.1886194,0.999999523,228.1451646,505.4551425,0.999999642,221.3409779,518.6039033,1,257.4765429,296.9239111,0.999999642,266.9871223,299.1214736,0.999999642,269.4773524,318.6271048,0.999995112,273.4623179,348.4728169,0.999999762
306,258.2492101,355.2308437,0.990838349,215.5820847,517.957165,1,227.8685977,499.3292274,0.080534741,228.1677304,504.8175027,0.999998808,231.1419487,521.5321865,0.999999642,224.7407055,533.152302,1,253.0150725,307.5493874,0.952021718,241.5811992,317.9252086,0.999684334,234.258378,331.1084498,0.81207037,246.2531929,355.9748157,0.972384691
307,257.032944,365.4492581,0.999379039,218.1238661,536.472506,0.999999881,231.6410084,518.4846678,0.997458875,231.725419,527.0142817,0.999999166,233.6422045,543.9222503,0.999999046,228.9963153,554.6146404,1,248.5502224,328.9658027,0.999992371,232.8490415,347.4436181,0.999931812,226.6844102,362.3974509,0.999910712,247.1134741,378.6441774,0.998593628
308,248.3686457,382.5648685,0.999996781,218.9567266,553.4659381,1,231.4590347,536.5125442,0.999974489,233.1720369,547.0496842,1,235.3604021,563.6579789,1,229.065908,573.1796803,1,240.1082683,350.8844595,0.999999642,221.5307884,373.6995258,0.999999881,221.3718885,387.2261099,0.999999762,241.0440092,403.0871493,1
309,245.8035573,394.9971443,0.999999881,218.5131516,566.3972914,1,230.5262384,550.7803378,0.999991536,233.5030718,561.8916678,1,235.282118,575.4533191,0.999999881,227.4072224,585.3185654,1,234.3954635,363.7391382,0.999999881,215.2187514,388.2215572,1,216.7625732,402.0164025,1,235.6114515,417.0900965,1
310,238.8205383,407.8334122,0.999999881,218.3025293,577.4055278,1,228.9950518,563.3987148,1,236.0724885,579.007908,0.999999881,237.2340112,591.1665764,0.999999881,226.4768007,599.8626935,0.999999046,228.7290283,377.8955197,1,208.6966653,402.5158868,1,210.8029356,415.4152088,0.999999762,228.7757577,429.6595815,1
311,232.7613382,423.1908705,0.999999881,214.5665967,585.8757501,0.999999046,226.8725249,575.776124,0.999999881,235.6390918,591.3676519,0.999592364,232.803463,600.7026234,0.996913433,221.9348089,606.7023339,0.822325408,223.2107253,395.4947149,1,202.3358536,418.8996551,1,204.798156,433.2803893,0.999999762,223.1853256,445.5967999,0.999999881
312,229.2146931,435.3400055,1,203.4028559,583.1624448,0.999971271,220.0136126,578.2497661,0.999993563,223.0451968,593.0196767,0.977129877,216.0201397,600.8410563,0.075668111,206.3755548,602.305984,0.389447331,215.0787199,408.5730362,1,196.7174603,433.5340137,1,200.256813,447.9844398,0.999999881,215.5935769,458.3626524,1
313,222.2681632,444.3967039,0.999999642,197.2081228,580.4386394,0.99571687,215.5834427,587.57386,0.966040194,219.1265839,600.3277404,0.552059472,209.7143378,602.965749,0.004559683,198.5317781,600.7268982,0.371524006,208.5195589,417.8302515,1,192.0483227,442.8117746,0.999999762,194.5391484,457.3884668,0.999999881,207.6669865,466.8653768,1
314,217.1537163,455.1644456,0.999999762,164.2452378,530.6672573,0.999999404,183.8142962,531.3727248,0.999999285,182.9880593,562.3995047,0.999998569,176.2657042,566.6907268,0.999998927,159.3141856,557.131048,0.999974608,203.0828053,430.1189144,0.999999881,187.874361,453.7126541,1,189.5529883,469.0329887,1,202.8662997,476.8924498,0.999999881
315,208.9596448,470.1317508,0.999999642,121.2670841,427.4749287,0.999999881,144.746985,430.3619685,0.999981642,140.7429678,435.5040272,1,135.4274943,442.4650319,0.999999881,129.7159972,448.5515583,0.999999762,194.2406286,444.9655787,1,179.2659333,469.6687658,1,182.0284393,483.7416594,1,194.1697267,491.8502467,1
316,194.9623106,489.0476162,0.999999762,103.3742428,356.8767765,0.99996984,130.2639155,355.4962158,0.999979615,115.1034728,346.020472,0.999982953,105.732641,355.4169743,0.999999404,107.5505567,365.0044589,0.999998808,180.3995593,465.9544182,1,166.6047537,489.4920027,1,172.336271,502.6034863,1,185.0248685,510.6142735,1
317,185.0206861,500.446955,1,120.2990103,316.7806056,0.999989986,130.3414215,296.8929853,0.999999285,116.9088084,290.2756788,1,113.0747681,300.6997501,0.999999166,112.3083191,327.6686873,0.999999881,171.2233765,477.1069634,1,158.9405036,501.2997625,1,163.7208174,512.345408,1,176.899322,521.5959537,1
318,179.4940873,514.3097733,1,128.6294408,308.0928292,0.999998808,136.0282531,282.0275805,0.994796216,124.3812755,279.6085269,0.999963641,115.3768032,287.8457344,0.999999523,115.9104868,322.6951157,1,166.3571987,492.0197989,1,151.9342561,517.0806031,1,158.2381723,526.3612494,1,170.9815984,535.806334,1
319,177.8867271,527.51999,0.999999881,141.9497911,335.4685202,0.999999881,169.5783784,506.5321436,0.000562942,153.8341916,303.1094661,0.999980569,144.5644412,322.6339443,0.999912739,130.4343698,345.7614489,1,161.6679554,506.6590004,1,148.7682098,532.3577543,1,155.470522,542.1490922,0.999999881,168.7080007,551.416193,1
320,175.3185987,543.9476609,0.999999881,145.0489745,351.7531753,0.999999881,156.0938881,322.6178694,0.119618386,155.8067966,329.4043741,0.999998569,151.3936138,346.1518059,0.999992013,138.7018138,364.7092178,0.999999881,158.7504244,522.958743,1,145.1416588,548.173631,1,149.9318233,559.2006969,1,165.9961332,568.8006277,1
321,174.3248708,558.7601378,0.999999642,150.2371116,360.7785029,1,163.3520264,334.2225862,0.999995828,164.2726292,346.8560479,1,163.0256947,365.6139858,0.999999285,149.1492438,379.5555992,1,157.1084936,538.9799296,1,146.4100661,565.0671577,1,150.1738236,576.8510752,1,167.984621,585.4873893,1
322,172.7725742,575.3305473,0.999999762,148.119203,373.9361883,1,161.8008442,347.8926436,1,166.125042,362.6779183,1,165.2530103,381.4120066,1,150.6814952,395.6543064,1,156.3155354,554.275579,1,144.8482699,580.9952465,1,148.8794977,593.9469519,0.999999762,173.6078017,597.5051881,0.999999881
323,178.0863686,590.4164364,0.999989629,147.565824,398.903969,1,163.0909378,373.6775196,1,167.7027061,391.2724547,1,166.846421,407.5489256,1,151.7492175,421.6453292,1,161.0003862,575.1746223,1,152.5443912,598.6836689,0.999639511,158.8289301,609.9461389,0.405707985,171.6322527,612.231493,0.012909312
324,212.5528433,564.3652256,0.999970913,150.9414957,420.0006201,1,164.0749149,393.8020053,1,172.9756671,411.5666856,1,172.6780826,429.1368512,1,157.4735308,443.7985182,1,178.6770803,579.9040985,0.999999881,188.1360501,596.7807488,0.999988317,201.7355833,597.9882891,0.999995112,217.874862,591.075927,0.999922872
325,251.0975015,489.3115692,0.999999642,156.6805449,444.5580013,1,170.6618967,417.0537741,1,177.676033,435.8342258,1,178.3656713,451.5696606,1,163.931051,468.7691897,1,219.442147,503.9830422,0.999995947,223.7364976,521.5056338,0.999999404,233.0601549,526.651145,0.999998808,250.2378986,517.3534791,0.999999285
326,273.3652983,410.4927969,1,161.1716793,466.8444171,1,174.8122573,438.9357119,1,181.4492221,457.294642,1,183.5281198,472.9031971,0.999999881,169.7017615,489.5856705,1,248.1824923,412.3916472,0.999999762,247.4628496,418.685286,1,251.5875258,425.5391021,0.999999881,260.5620466,432.0201247,1
327,280.8584337,364.0165264,0.999999762,167.2257154,489.0144053,1,180.0661336,463.2723317,1,183.2553134,480.3487177,1,186.6678717,496.5358191,1,175.0602987,512.2817893,1,251.4589369,351.7619457,0.999999523,257.2442541,351.7059035,0.999999642,261.1414007,360.708632,0.999994755,262.9275064,370.7476733,0.999999285
328,270.005065,338.0221989,0.999263585,172.2396592,512.7932091,1,187.1741955,485.1651856,1,187.6439576,502.4985621,1,190.8309026,520.5374665,0.999999523,181.1664902,535.470865,1,246.8964159,309.4428916,0.999990344,247.9760323,310.1174474,0.999996662,252.4394635,318.7754123,0.999814928,252.6440958,334.7659743,0.998866081
329,251.0806414,314.8544147,0.999935746,178.0840611,528.0005484,1,193.5391417,501.4931237,1,194.7405891,520.2289739,1,197.5383596,536.6822963,1,187.4929118,551.2503278,1,241.2819648,289.6433766,0.970213771,240.4021461,286.1854787,0.999985576,236.082818,299.6416855,0.999478519,237.2433991,320.9329047,0.999933243
330,235.4697076,331.6437569,0.768199146,182.6815343,547.4418206,1,196.2201034,521.3634005,1,197.066072,540.324656,1,199.7618947,557.5108641,0.999999762,190.9987199,569.8546133,1,234.0287273,311.5394094,0.226868004,333.9893464,366.4442761,0.00091587,3.072237134,3.388525248,0.000274304,351.2827168,378.7055452,0.003342409
331,214.8578522,361.2484262,0.999992013,184.1803751,554.8841772,1,195.406599,530.912992,1,199.0616801,549.4526511,1,202.0128156,566.0350113,0.999999881,190.6342044,578.3438758,1,200.8286018,347.6960255,0.217562467,199.3717613,351.3622561,0.912465751,196.94918,360.0434322,0.886836052,202.2746586,376.0231423,0.998919368
332,207.822319,371.1098061,0.998878539,189.0329142,562.5778102,1,199.715488,540.5799829,1,205.1819923,560.7841978,1,207.6730938,577.6598072,1,199.6700709,588.1324766,1,198.1814075,359.8442302,0.000626154,194.4100692,359.1437178,0.045544926,193.7201784,369.4993794,0.190692946,199.1278055,384.9976797,0.998878658
333,206.0341709,387.6459478,0.999994755,194.9769347,578.3278021,1,203.1995927,555.9156141,0.999992013,209.4525843,574.9345202,0.999997377,211.3597276,589.716547,0.999999046,206.3076744,598.515564,0.999990582,194.3787708,357.0808429,0.910666406,190.866462,368.8719838,0.997868061,189.4355265,385.966326,0.996953607,195.2875955,405.2399272,0.999998569
334,206.8413935,405.6605277,0.999998331,197.5524919,586.6613998,0.999999642,207.6953115,572.3894165,0.999991179,210.5624318,587.1570436,0.999963284,212.9187158,597.4740834,0.999963164,206.7727094,602.9111574,0.999269903,192.2387228,376.3844495,0.999966621,192.0590625,386.2375827,0.999994397,190.780468,404.0366175,0.99998045,197.9487693,425.3488789,0.999999881
335,207.2944951,417.6892531,0.999998927,201.0543675,590.771841,0.999964118,211.0580715,576.6426048,0.999970436,214.6633527,589.0913236,0.998838007,215.2734251,597.8322259,0.995825291,208.4647422,602.8250151,0.912930191,193.9002614,386.5936177,0.999988556,193.0148849,398.1282258,0.999959469,190.4699039,415.248055,0.999904394,198.0502286,436.1897909,1
336,205.0221354,428.8168156,0.999725163,203.8704692,592.6232619,0.99867475,214.0296326,580.7312387,0.999994278,218.6623734,591.5405338,0.999645829,216.6271515,597.8055716,0.981774807,210.9580148,602.9747624,0.726984441,194.9250326,400.1030207,0.998506963,192.7811539,407.0820141,0.999985099,192.7387009,425.7937732,0.999273241,196.7760096,447.6049795,0.999998808
337,208.8885865,438.809731,0.999989271,208.3496928,595.5169662,0.99987793,217.0470843,585.51403,0.999902487,221.8898288,594.5428818,0.999990463,222.3325701,605.2362201,0.994310141,219.1129731,609.1235986,0.945630729,193.9264548,413.1186593,0.999821365,195.2694298,420.0814597,0.999993205,194.4929484,438.2892654,0.999934196,199.6726527,461.1165255,0.999999762
338,207.6777639,443.9805613,0.999974251,210.3292723,598.7268662,0.998548806,219.4386831,587.9147946,0.999088287,224.0259929,598.4824564,0.999940395,225.014842,608.9301176,0.988107622,223.3231421,612.1133461,0.687049568,193.2285874,419.0570923,0.999932408,192.8903608,429.0032209,0.999964356,192.5530293,445.2209817,0.999938369,197.7726822,465.2058709,1
339,207.8114877,449.2167811,0.999995708,212.651538,602.7607551,0.980590999,221.7797818,592.8662879,0.999751627,227.474269,603.1360309,0.999793589,228.4805698,610.0090418,0.845190167,225.8924909,614.6587429,0.134609148,191.2073247,428.0096047,0.999994755,190.2391729,438.2193854,0.999999642,190.0047989,452.2658249,0.999995351,199.5864935,471.449434,0.999999881
340,206.162704,454.7810669,0.999996543,212.5769012,608.6314545,0.689271152,223.6848102,597.5629274,0.999305606,228.2896515,609.2339969,0.947908878,228.6861213,615.6825056,0.027124545,225.8383553,615.0441771,0.002804557,188.5322658,433.940192,0.999998689,186.5205457,446.2122507,0.999992967,187.1915536,460.8912988,0.999993563,198.4556594,478.497798,0.999999881
341,207.1996784,457.658869,0.999989033,204.4284711,609.5831871,0.089129046,223.3545029,604.9868893,0.13732627,200.8878524,449.8473954,0.063772209,197.046495,455.0127842,0.000424095,166.8727722,-0.278792381,0.001745458,188.2084765,439.3322291,0.999998331,185.8466418,450.1984732,0.999999046,186.4825912,463.4690676,0.999997139,197.7428665,482.1368617,1
342,210.0254252,459.271887,0.999996424,202.8432838,610.2883763,0.010246141,222.2294033,607.2756722,0.047117807,202.4293402,453.0741806,0.005986427,189.1679149,456.9321599,0.000175383,170.5910685,-0.005852699,0.000762107,191.5635729,439.5865502,0.999987721,191.8052897,451.1942979,0.999999404,192.083185,465.2442102,0.999999046,202.3796221,483.21544,1
343,215.4417453,460.1175326,0.999998331,214.4997296,611.9530048,0.001126421,219.5807078,610.1335645,0.008580767,204.5625535,453.0084572,0.003455291,208.6752195,458.1933464,0.000870986,171.4013048,-0.096317291,0.008790594,197.494352,439.3223572,0.999994278,195.4905518,450.9323368,0.999999762,196.5815426,464.7281182,0.999999404,206.8960004,482.9212807,1
344,221.2670041,461.4531274,0.999992371,214.0584297,610.8078589,0.005708646,218.5993116,607.735311,0.015751934,213.8872309,449.1789556,0.002833113,203.3217739,457.2505274,0.000163143,171.2297189,0.258842707,0.010409572,199.7472205,439.5156214,0.999704659,198.6144652,450.2313514,0.999999404,198.7679114,465.692688,0.999992847,209.8648272,483.0643926,1
345,219.4983307,462.6658704,0.999984384,206.9988065,611.5450282,0.001745783,208.8759403,608.6297622,0.005129393,219.5495697,613.4445276,0.001680428,202.7566116,457.7562609,0.000103113,171.1199635,0.0191679,0.007279981,198.3596396,442.9277284,0.998896718,196.3545219,451.7619865,0.999999285,195.7159204,467.3220412,0.99999702,205.9196305,483.3969089,0.999999523
346,214.9524093,464.3420293,0.99998796,194.5681646,613.2270632,0.005777498,206.7144239,608.4967542,0.007360775,202.4863677,453.8105106,0.00199517,199.9579458,450.7901626,0.000106399,171.5490356,0.108503342,0.011628587,195.0399305,445.2755457,0.999740541,193.1909604,453.0374894,0.99999249,192.4984372,467.9541051,0.999981761,202.064509,486.3383687,0.999999404
347,213.7685257,466.6116929,0.999996901,197.9529433,612.4827814,0.001160758,203.4231827,608.2883978,0.00577398,201.5791614,455.3543272,0.001736579,200.7359419,457.0887537,0.000145058,173.0146059,0.559724092,0.001120123,192.7516687,446.0923371,0.999893427,191.0183275,456.6016569,0.999964356,190.0413742,471.1707847,0.999904275,199.2872374,490.3296072,0.999999642
348,213.8493764,472.2765825,0.999847651,156.9378935,612.3395329,0.000551033,201.5733757,610.210711,0.004462726,193.6556816,615.9720287,0.000820821,200.6875954,457.8320713,4.12E-05,172.835822,0.748691082,0.002918371,195.9629288,450.5007272,0.95074451,193.0237484,461.4068596,0.965181291,190.7958183,474.6669097,0.974141598,198.368185,493.2195811,0.999973178
349,211.8389141,472.6088104,0.999672771,156.9046931,612.0314732,0.003502345,178.2556472,610.1611953,0.002093317,179.0714302,614.0882902,0.001185943,198.272769,463.3256981,0.000124911,173.1564393,0.803257942,0.003250164,194.011499,448.8975229,0.998555005,192.3409457,460.690352,0.992469847,189.8555628,476.0033661,0.963312924,196.4307374,493.7814667,0.999874711
350,208.20191,482.1722628,0.999735296,144.5487094,607.179935,0.072361745,174.8095989,609.8251877,0.010283045,176.0956483,615.0338373,0.003825005,189.1601505,466.9161081,0.000436934,175.9544592,1.212551355,0.000502674,192.6682305,454.0017507,0.997594893,191.0326271,463.8140841,0.991596878,187.7797825,481.5184851,0.949213922,193.783,502.3274057,0.99998951
351,207.8827348,489.8730011,0.999910355,142.6145084,606.531054,0.042832278,174.883868,609.1656032,0.008968719,198.8638024,469.8767738,0.006471892,190.3082449,483.1532183,0.00063081,175.584554,0.635764122,0.013040494,192.9132462,463.335403,0.99988699,191.5643163,474.6230589,0.999724805,190.1457324,489.7820702,0.999105752,194.3078904,511.1531038,0.999994159
352,209.5556593,502.6798668,0.999804676,143.8435621,606.4707289,0.106011532,172.8624785,609.8580246,0.018174978,196.6851501,483.3867188,0.001424065,189.175437,495.8022594,0.000236846,192.9865015,526.2050667,0.000218254,194.6183335,475.1733723,0.988274217,193.2001708,478.9649909,0.999685884,188.2894695,501.5160869,0.992762983,193.3651421,524.5160018,0.999995351
353,209.5476799,514.3345715,0.999880791,178.2916408,532.1900501,0.001703526,181.8121724,608.7237492,0.010567337,200.9250827,502.9637189,0.006625284,197.7790403,510.1951327,0.00094997,174.8784742,1.018715858,0.000618224,197.0978551,487.5988648,0.998115778,194.2729347,494.5668366,0.999956846,189.999882,512.9179213,0.997839153,194.3035722,536.64854,0.99999392
354,206.6447382,530.6485931,0.999786794,192.9020739,520.4809294,0.000662169,159.7303772,610.5974345,0.000579255,198.6545062,517.293004,0.000926722,188.1717575,529.2373438,9.98E-05,173.8310485,0.396872282,0.010744818,192.4340756,508.1891372,0.999956369,188.913491,518.2110324,0.999996066,185.4223928,533.5746914,0.999983191,191.0208998,554.315719,0.999999285
355,199.7309375,547.1332328,0.999996662,182.2900472,536.0951357,0.001725844,190.4284117,521.5116735,0.004890546,188.253504,534.2426519,0.002717074,185.576575,545.9382114,0.000442139,171.6178741,0.601537228,0.001314365,186.3030249,523.7173493,0.99998188,182.0396104,533.2510929,0.999997735,181.5625352,550.3706748,0.999997497,187.172686,570.7618457,0.999999762
356,192.1928489,559.068368,0.999978542,177.7919946,551.7468443,0.000926391,185.6448684,538.9541645,0.00626719,186.070213,550.7432766,0.007797705,172.8088799,559.3685777,0.000705029,162.7237358,0.826236486,0.000401267,178.3307539,537.8098736,0.999991179,176.4651465,548.9252843,0.999998808,178.9082319,563.8299853,0.999998093,184.6772957,583.7643242,0.999999285
357,188.5068957,568.1885757,0.999892235,176.0521681,565.1526794,0.001867111,182.6313834,552.7822027,0.002092975,183.3063402,560.7706246,0.012576343,172.6183093,567.2136266,0.001251406,161.159977,1.012458324,0.006903766,177.0382066,547.0381303,0.999997377,176.3837018,558.5993485,0.999949694,178.2542875,572.235104,0.999877214,182.9112549,590.5452404,0.99999547
358,187.6120296,575.045157,0.999813139,177.8359251,567.3150702,0.000506463,184.1929507,554.5719352,0.003438551,183.0439892,565.6233292,0.003043593,170.7570378,573.1118441,0.000396387,157.0079494,1.260129213,0.047159169,177.1073236,555.8466987,0.99999392,175.6364756,565.1974584,0.99997735,177.6531701,578.4215221,0.996444046,182.3504052,596.7074466,0.999720752
359,194.5923835,581.0001602,0.999996662,2.180541515,0.360145569,0.001309779,185.2976489,567.1318004,0.001099607,156.5183783,605.6152073,0.00286378,171.7136157,590.4004447,0.000173955,157.1780212,0.961663961,0.019595891,180.6942289,565.1627898,0.999999762,173.8798842,583.4437861,0.999496579,178.165671,593.5508335,0.933322847,186.5265584,602.768739,0.712741852
