scorer,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,delta x Lhand,delta y Lhand,Delta x Rhand,Delta y Rhand ,velocity x Lhand (pixels/s),velocity y Lhand (pixels/s),velocity x Rhand (pixels/s),velocity y Rhand (pixels/s),total velocity,Correlation coefficient,Max,Min
bodyparts,LHand,LHand,LHand,RHand,RHand,RHand,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,585.9807878,366.0079718
coords,x,y,likelihood,x,y,likelihood,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,573.5751723,350.6703038
120,150.910166,457.7578115,0.999999881,72.61218596,485.1147032,1,-9.229589462,7.795072794,-13.67122316,-74.57856917,-922.9589462,779.5072794,-1367.122316,-7457.856917,7582.127223,,,
121,141.6805766,465.5528843,0.999999762,58.94096279,410.536134,1,-13.17739749,8.547020197,5.794267178,-39.59732759,-1317.739749,854.7020197,579.4267178,-3959.732759,4001.901903,,,
122,128.5031791,474.0999045,0.999999046,64.73522997,370.9388064,0.994211257,-10.65289605,8.665094614,8.48687911,-22.86005556,-1065.289605,866.5094614,848.687911,-2286.005556,2438.461107,,,
123,117.850283,482.7649992,0.999999881,73.22210908,348.0787509,0.990888476,-10.80231392,7.541073322,-1.323856592,-14.15093041,-1080.231392,754.1073322,-132.3856592,-1415.093041,1421.272063,,,
124,107.0479691,490.3060725,0.999999404,71.89825249,333.9278204,0.002029239,-7.269025981,6.995180607,5.103140831,22.9408164,-726.9025981,699.5180607,510.3140831,2294.08164,2350.155534,,,
125,99.77894312,497.3012531,0.999999881,77.00139332,356.8686368,0.994671524,-5.442896664,9.452045441,-2.920966983,16.77602732,-544.2896664,945.2045441,-292.0966983,1677.602732,1702.842156,,,
126,94.33604646,506.7532985,0.999999523,74.08042634,373.6446642,0.999997735,-5.432384253,5.529957771,-1.39718616,13.29241216,-543.2384253,552.9957771,-139.718616,1329.241216,1336.564066,,,
127,88.9036622,512.2832563,1,72.68324018,386.9370763,0.999996305,-0.261664867,7.515041113,-6.558563113,19.47646904,-26.16648674,751.5041113,-655.8563113,1947.646904,2055.109721,,,
128,88.64199734,519.7982974,0.999999881,66.12467706,406.4135454,0.999999762,-1.286782742,10.39911366,-6.370475173,20.0761261,-128.6782742,1039.911366,-637.0475173,2007.61261,2106.261601,,,
129,87.3552146,530.1974111,1,59.75420189,426.4896715,0.99998796,4.943519533,4.590631723,1.25485158,13.76663518,494.3519533,459.0631723,125.485158,1376.663518,1382.370778,,,
130,92.29873413,534.7880428,1,61.00905347,440.2563066,0.99999094,4.924807131,4.694775105,-1.82388854,17.68923521,492.4807131,469.4775105,-182.388854,1768.923521,1778.30147,,,
131,97.22354126,539.4828179,0.999999881,59.18516493,457.9455419,0.999978781,23.86302185,-20.52558422,-4.032321453,16.83900523,2386.302185,-2052.558422,-403.2321453,1683.900523,1731.507186,,,
132,121.0865631,518.9572337,0.999999404,55.15284348,474.7845471,1,44.62621212,-51.65012908,3.092773318,15.02954721,4462.621212,-5165.012908,309.2773318,1502.954721,1534.446272,,,
133,165.7127752,467.3071046,1,58.24561679,489.8140943,0.999999881,20.93884706,-43.27961111,5.829503655,12.8298986,2093.884706,-4327.961111,582.9503655,1282.98986,1409.217552,,,
134,186.6516223,424.0274935,1,64.07512045,502.6439929,1,2.010568738,-16.82588291,4.352441281,17.71455669,201.0568738,-1682.588291,435.2441281,1771.455669,1824.141617,,,
135,188.662191,407.2016106,0.999999881,68.42756173,520.3585496,1,1.291993976,-22.75959921,3.546471149,17.59689236,129.1993976,-2275.959921,354.6471149,1759.689236,1795.071247,,,
136,189.954185,384.4420114,0.999999881,71.97403288,537.955442,1,-2.85560739,-19.70026815,3.519082367,18.44095924,-285.560739,-1970.026815,351.9082367,1844.095924,1877.372948,,,
137,187.0985776,364.7417432,0.999999642,75.49311525,556.3964012,1,-10.92620099,-16.04810882,8.265755221,16.37606379,-1092.620099,-1604.810882,826.5755221,1637.606379,1834.388658,,,
138,176.1723766,348.6936344,0.999999881,83.75887047,572.772465,1,-10.31946599,-12.20239222,10.9567479,9.356630802,-1031.946599,-1220.239222,1095.67479,935.6630802,1440.822212,,,
139,165.8529106,336.4912422,0.999999285,94.71561837,582.1290958,0.999999881,-7.087751269,8.534868956,5.523974568,8.861572266,-708.7751269,853.4868956,552.3974568,886.1572266,1044.230616,,,
140,158.7651594,345.0261111,0.999961019,100.2395929,590.9906681,0.999998689,-8.844440222,23.34118009,4.91304931,3.967748165,-884.4440222,2334.118009,491.304931,396.7748165,631.5146794,,,
141,149.9207191,368.3672912,0.991499245,105.1526423,594.9584162,0.997262359,-6.138156414,7.980626822,5.997109652,14.36309361,-613.8156414,798.0626822,599.7109652,1436.309361,1556.482516,,,
142,143.7825627,376.347918,0.989225805,111.1497519,609.3215098,0.040137086,-2.94038552,14.47058725,-0.839177847,1.735806942,-294.038552,1447.058725,-83.91778469,173.5806942,192.8015871,,,
143,140.8421772,390.8185053,0.999994874,110.3105741,611.0573168,0.018397626,-1.637664258,12.27692908,0.123747349,-0.178179264,-163.7664258,1227.692908,12.37473488,-17.81792641,21.69360654,,,
144,139.204513,403.0954344,0.999999166,110.4343214,610.8791375,0.017508302,-1.835895896,15.18429917,9.061816692,3.739357471,-183.5895896,1518.429917,906.1816692,373.9357471,980.3025863,,,
145,137.3686171,418.2797335,0.999999642,119.4961381,614.618495,0.00606258,4.555150867,17.43197992,1.128927708,0.715503693,455.5150867,1743.197992,112.8927708,71.55036926,133.6571473,,,
146,141.9237679,435.7117135,1,120.6250658,615.3339987,0.008562976,3.49670279,14.11820158,-1.307031155,-0.310183525,349.670279,1411.820158,-130.7031155,-31.01835251,134.3333264,,,
147,145.4204707,449.829915,0.999999881,119.3180346,615.0238152,0.002737445,1.826741397,14.79207277,-30.88825321,-8.887379885,182.6741397,1479.207277,-3088.825321,-888.7379885,3214.140177,,,
148,147.2472121,464.6219878,0.999999881,88.42978144,606.1364353,0.881213486,-4.21407336,14.61584663,-24.38632226,-53.42033195,-421.407336,1461.584663,-2438.632226,-5342.033195,5872.328822,,,
149,143.0331388,479.2378345,0.999999404,64.04345918,552.7161033,1,-12.25061834,13.41704983,-20.3814466,-95.32121253,-1225.061834,1341.704983,-2038.14466,-9532.121253,9747.582738,,,
150,130.7825204,492.6548843,0.999999762,43.66201258,457.3948908,1,-10.74832737,16.07963341,-3.417739391,-57.70875502,-1074.832737,1607.963341,-341.7739391,-5770.875502,5780.987241,,,
151,120.034193,508.7345177,0.999999642,40.24427319,399.6861358,0.999997616,-7.062273264,11.95568168,24.49651027,-22.43708014,-706.2273264,1195.568168,2449.651027,-2243.708014,3321.899428,,,
152,112.9719198,520.6901994,0.99999845,64.74078345,377.2490556,0.156202346,-7.409956694,11.74246535,-62.60416305,-376.953855,-740.9956694,1174.246535,-6260.416305,-37695.3855,38211.71156,,,
153,105.5619631,532.4326647,0.999999881,2.136620402,0.295200586,0.000157553,-5.147806227,9.951405197,65.84077084,344.3453925,-514.7806227,995.1405197,6584.077084,34434.53925,35058.34514,,,
154,100.4141569,542.3840699,0.999999881,67.97739124,344.6405931,0.000145986,-3.867565811,7.863098383,11.57055354,26.28030431,-386.7565811,786.3098383,1157.055354,2628.030431,2871.466705,,,
155,96.54659104,550.2471683,0.999999762,79.54794478,370.9208974,0.999997735,-1.881718636,14.27209622,4.362311594,16.20095819,-188.1718636,1427.209622,436.2311594,1620.095819,1677.798584,,,
156,94.66487241,564.5192645,1,83.91025638,387.1218556,1,-1.515724897,8.278829992,4.769410141,7.849822462,-151.5724897,827.8829992,476.9410141,784.9822462,918.5150286,,,
157,93.14914751,572.7980945,0.999999881,88.67966652,394.971678,1,1.773777723,7.963543832,-0.316175938,13.09096265,177.3777723,796.3543832,-31.61759377,1309.096265,1309.478027,,,
158,94.92292523,580.7616383,0.999999881,88.36349058,408.0626407,1,0.282787561,7.265628267,-0.281677723,16.13564968,28.27875614,726.5628267,-28.16777229,1613.564968,1613.81081,,,
159,95.2057128,588.0272666,0.999996901,88.08181286,424.1982903,1,-0.828492165,5.674075257,-4.065419488,23.43998361,-82.84921646,567.4075257,-406.5419488,2343.998361,2378.992365,,,
160,94.37722063,593.7013419,0.998544335,84.01639337,447.638274,1,6.089809,1.152595401,-6.626260586,28.04026014,608.9809,115.2595401,-662.6260586,2804.026014,2881.255834,,,
161,100.4670296,594.8539373,0.994433939,77.39013278,475.6785341,1,29.6511001,-11.34112489,-2.175462127,21.35249966,2965.11001,-1134.112489,-217.5462127,2135.249966,2146.303514,,,
162,130.1181297,583.5128124,1,75.21467066,497.0310338,1,,,-2.942166805,23.02989221,,,-294.2166805,2302.989221,2321.706873,,,
163,181.7495172,533.8687321,0.999999881,72.27250385,520.060926,1,,,3.990946591,19.93970913,,0,399.0946591,1993.970913,2033.518268,,,
164,216.2186546,451.8054502,1,76.26345044,540.0006351,1,17.80839801,-43.98889448,13.24701566,13.02616507,1780.839801,-4398.889448,1324.701566,1302.616507,1857.86006,,,
165,234.0270526,407.8165557,1,89.5104661,553.0268002,1,,,11.76124823,11.05688632,,,1176.124823,1105.688632,1614.254302,,,
166,222.0248048,372.9318103,0.999998212,101.2717143,564.0836865,1,,,6.441696286,11.49052607,,,644.1696286,1149.052607,1317.298905,,,
167,205.6300969,345.6306138,0.999975562,107.7134106,575.5742126,0.999999881,-20.20792341,-9.378940105,8.084159434,7.423879147,-2020.792341,-937.8940105,808.4159434,742.3879147,1097.577402,,,
168,185.4221735,336.2516737,0.999997258,115.79757,582.9980917,0.999999404,-15.53404951,,4.992424667,4.31232655,-1553.404951,,499.2424667,431.232655,659.7004194,,,
169,169.888124,359.5326011,0.999849916,120.7899947,587.3104182,0.99999702,-8.81303215,13.4237054,7.491501331,7.193497777,-881.303215,1342.37054,749.1501331,719.3497777,1038.600031,,,
170,161.0750918,372.9563065,0.829964817,128.281496,594.503916,0.999764621,-3.74298203,5.480650842,5.74853301,6.770826578,-374.298203,548.0650842,574.853301,677.0826578,888.1988759,,,
171,157.3321098,378.4369574,0.992597699,134.0300291,601.2747426,0.994544387,-1.846815825,10.39583987,0.646615982,9.248456001,-184.6815825,1039.583987,64.66159821,924.8456001,927.1032879,,,
172,155.485294,388.8327972,0.999999046,134.676645,610.5231986,0.653064013,-0.410076201,15.70148629,4.999743789,4.285710812,-41.0076201,1570.148629,499.9743789,428.5710812,658.519211,,,
173,155.0752178,404.5342835,0.999999046,139.6763888,614.8089094,0.008243256,-0.279147923,15.14814699,-1.189113349,-1.368439674,-27.9147923,1514.814699,-118.9113349,-136.8439674,181.2903113,,,
174,154.7960699,419.6824305,0.999998927,138.4872755,613.4404697,0.019625647,-5.789480567,17.90300083,-0.917127252,0.367851257,-578.9480567,1790.300083,-91.71272516,36.78512573,98.81482395,,,
175,149.0065893,437.5854313,0.999999881,137.5701482,613.808321,0.120747656,1.17329371,16.7836442,-27.76666415,-1.082324028,117.329371,1678.36442,-2776.666415,-108.2324028,2778.775024,,,
176,150.179883,454.3690755,1,109.8034841,612.725997,0.015297079,-0.328137279,12.26002777,-30.1541754,-29.17704701,-32.81372786,1226.002777,-3015.41754,-2917.704701,4195.919883,,,
177,149.8517457,466.6291033,1,79.64930868,583.54895,0.999999762,-8.651289105,12.86294067,-33.34679699,-85.40834546,-865.1289105,1286.294067,-3334.679699,-8540.834546,9168.748194,,,
178,141.2004566,479.492044,0.999999881,46.30251169,498.1406045,1,-13.45852304,14.83337808,-8.281829834,-63.68901348,-1345.852304,1483.337808,-828.1829834,-6368.901348,6422.522202,,,
179,127.7419336,494.325422,0.999999642,38.02068186,434.451591,1,-12.02401835,5.67174321,15.21445274,-41.08215499,-1202.401835,567.174321,1521.445274,-4108.215499,4380.89378,,,
180,115.7179152,499.9971653,1,53.2351346,393.369436,0.647878647,-7.784544185,8.862849955,-51.25727987,-392.9464316,-778.4544185,886.2849955,-5125.727987,-39294.64316,39627.5418,,,
181,107.9333711,508.8600152,0.999999762,1.977854729,0.423004389,0.0008084,-9.182167992,6.028312624,59.56470382,528.365375,-918.2167992,602.8312624,5956.470382,52836.5375,53171.22563,,,
182,98.75120306,514.8883278,1,61.54255855,528.7883794,0.000647518,-2.861814737,8.83815676,-2.585916996,-177.3917286,-286.1814737,883.815676,-258.5916996,-17739.17286,17741.05757,,,
183,95.88938832,523.7264846,0.999999881,58.95664155,351.3966508,0.003466926,-2.835511088,10.41345447,0.069756866,31.04838991,-283.5511088,1041.345447,6.97568655,3104.838991,3104.846827,,,
184,93.05387723,534.1399391,1,59.02639842,382.4450407,0.999998927,-3.477021575,12.58170772,11.37174273,15.30991566,-347.7021575,1258.170772,1137.174273,1530.991566,1907.118376,,,
185,89.57685566,546.7216468,1,70.39814115,397.7549564,0.999999404,-0.362774372,10.89774489,4.910410643,18.74697793,-36.27743721,1089.774489,491.0410643,1874.697793,1937.940438,,,
186,89.21408129,557.6193917,1,75.30855179,416.5019343,0.999999881,-0.46192193,9.739075184,1.68674159,17.00531936,-46.19219303,973.9075184,168.674159,1700.531936,1708.876776,,,
187,88.75215936,567.3584669,1,76.99529338,433.5072536,1,7.259805441,-3.32517191,0.519673347,13.42745543,725.9805441,-332.517191,51.96733475,1342.745543,1343.750794,,,
188,96.0119648,564.033295,1,77.51496673,446.9347091,0.999999523,23.08514476,-22.0823857,-1.14886865,18.34715486,2308.514476,-2208.23857,-114.886865,1834.715486,1838.30898,,,
189,119.0971096,541.9509093,0.999999881,76.36609808,465.2818639,0.999999881,56.4351213,-62.08946025,2.09664163,17.66529024,5643.51213,-6208.946025,209.664163,1766.529024,1778.927726,,,
190,175.5322309,479.861449,1,78.46273971,482.9471542,1,34.63253891,-62.17294765,14.45219254,17.53641391,3463.253891,-6217.294765,1445.219254,1753.641391,2272.425317,,,
191,210.1647698,417.6885014,1,92.91493225,500.4835681,1,6.810912728,-36.46676552,9.47503376,12.77678835,681.0912728,-3646.676552,947.503376,1277.678835,1590.668367,,,
192,216.9756825,381.2217358,0.999999523,102.389966,513.2603564,1,-9.477658987,-27.67626941,2.249346256,9.969008565,-947.7658987,-2767.626941,224.9346256,996.9008565,1021.962281,,,
193,207.4980235,353.5454664,0.999997735,104.6393123,523.229365,1,-7.941158056,-7.787652016,2.777826309,8.031857848,-794.1158056,-778.7652016,277.7826309,803.1857848,849.8650452,,,
194,199.5568655,345.7578144,0.999999046,107.4171386,531.2612228,1,-14.3906157,-1.925093174,2.944794655,9.804366469,-1439.06157,-192.5093174,294.4794655,980.4366469,1023.706098,,,
195,185.1662498,343.8327212,0.999909759,110.3619332,541.0655893,1,-12.61384165,33.60231829,0.39245224,12.95257246,-1261.384165,3360.231829,39.245224,1295.257246,1295.851659,,,
196,172.5524081,377.4350395,0.999294758,110.7543855,554.0181618,1,-8.054278761,3.044681072,0.434143066,15.23242879,-805.4278761,304.4681072,43.41430664,1523.242879,1523.861434,,,
197,164.4981293,380.4797206,0.99987936,111.1885285,569.2505906,1,-1.506304115,10.27725244,1.443475723,9.678046823,-150.6304115,1027.725244,144.3475723,967.8046823,978.5101556,,,
198,162.9918252,390.756973,0.999999046,112.6320043,578.9286374,1,-1.821832299,9.43446064,3.01220116,9.609819055,-182.1832299,943.446064,301.220116,960.9819055,1007.084793,,,
199,161.1699929,400.1914337,0.999998808,115.6442054,588.5384564,0.999999881,2.439393908,7.564960957,4.139953285,3.509189129,243.9393908,756.4960957,413.9953285,350.9189129,542.7119084,,,
200,163.6093868,407.7563946,0.999999881,119.7841587,592.0476456,0.999994874,0.233623117,8.502200365,0.609629631,4.077624202,23.36231172,850.2200365,60.9629631,407.7624202,412.2944023,,,
201,163.8430099,416.258595,0.999999881,120.3937883,596.1252698,0.999989748,0.068257704,11.62403319,-0.884667397,1.85959065,6.825770438,1162.403319,-88.46673965,185.959065,205.9299344,,,
202,163.9112677,427.8826282,1,119.5091209,597.9848604,0.999996305,2.647096023,,-17.25948834,-23.66867709,264.7096023,,-1725.948834,-2366.867709,2929.327932,,,
203,166.5583637,438.7583504,1,102.2496326,574.3161833,1,-4.791514874,,-28.92324138,-75.84749711,-479.1514874,,-2892.324138,-7584.749711,8117.509907,,,
204,161.7668488,448.4765525,1,73.32639122,498.4686862,1,-10.05873609,,-13.92728949,-75.20317805,-1005.873609,,-1392.728949,-7520.317805,7648.194154,,,
205,151.7081127,459.0850086,1,59.39910173,423.2655082,1,-6.821345806,,5.088862419,-42.5153085,-682.1345806,,508.8862419,-4251.53085,4281.878066,,,
206,144.8867669,467.1910878,1,64.48796415,380.7501997,0.998523176,-9.829882383,,14.87097931,-24.44570309,-982.9882383,,1487.097931,-2444.570309,2861.360559,,,
207,135.0568845,476.9604371,1,79.35894346,356.3044966,0.995817006,-5.739280224,7.728589594,9.043971539,-20.32921201,-573.9280224,772.8589594,904.3971539,-2032.921201,2225.017488,,,
208,129.3176043,484.6890267,0.999999881,88.402915,335.9752846,0.999807417,-6.942636728,9.108270586,1.305003405,-0.151126385,-694.2636728,910.8270586,130.5003405,-15.11263847,131.3724884,,,
209,122.3749676,493.7972972,0.999999881,89.70791841,335.8241582,0.999997973,-3.855496883,9.622796059,13.53584838,20.03442065,-385.5496883,962.2796059,1353.584838,2003.442065,2417.844499,,,
210,118.5194707,503.4200933,0.999999881,103.2437668,355.8585788,0.990298986,-5.764683247,13.72892284,2.264236927,17.63328846,-576.4683247,1372.892284,226.4236927,1763.328846,1777.8066,,,
211,112.7547874,517.1490161,1,105.5080037,373.4918673,0.999999285,,,1.934376776,11.67432117,,,193.4376776,1167.432117,1183.349434,,,
212,110.9456327,527.5598392,0.999999881,107.4423805,385.1661885,0.999999881,,,-1.165934503,13.53744221,,,-116.5934503,1353.744221,1358.755846,,,
213,108.554294,538.7214535,0.999999642,106.276446,398.7036307,0.999999523,,,-3.175978065,12.53600675,,,-317.5978065,1253.600675,1293.206487,,,
214,106.1160589,548.7816073,1,103.1004679,411.2396374,1,,,-3.018889599,12.81376404,,,-301.8889599,1281.376404,1316.458291,,,
215,104.254952,556.5851236,0.999999881,100.0815783,424.0534015,1,,,-3.128044672,17.00538158,,,-312.8044672,1700.538158,1729.068149,,,
216,102.4618406,566.7157474,1,96.95353365,441.0587831,1,,,-5.094884083,15.19721985,,,-509.4884083,1519.721985,1602.851631,,,
217,103.139791,578.1459637,1,91.85864957,456.2560029,0.999999642,,,-0.600063875,12.63263696,,,-60.00638753,1263.263696,1264.688077,,,
218,103.6670051,582.3191347,1,91.25858569,468.8886399,0.999999642,,,-3.509135246,14.80074838,,,-350.9135246,1480.074838,1521.105462,,,
219,106.0977168,582.4494679,0.999999881,87.74945045,483.6893882,0.999999881,9.033715904,-7.579173326,-6.376663923,21.49389842,903.3715904,-757.9173326,-637.6663923,2149.389842,2241.984639,,,
220,115.1314327,574.8702946,0.999999523,81.37278652,505.1832867,1,19.11020261,-10.43065101,-0.876873493,19.11749753,1911.020261,-1043.065101,-87.68734932,1911.749753,1913.7597,,,
221,134.2416353,564.4396436,0.999998808,80.49591303,524.3007842,1,39.62455583,-51.14242214,2.995247543,18.08504382,3962.455583,-5114.242214,299.5247543,1808.504382,1833.14025,,,
222,173.8661911,513.2972214,0.999999404,83.49116057,542.385828,1,29.2262584,-62.38887298,1.570136011,11.45077944,2922.62584,-6238.887298,157.0136011,1145.077944,1155.792701,,,
223,203.0924495,450.9083484,1,85.06129658,553.8366075,1,16.72261028,-42.15934789,7.877490103,11.55044007,1672.261028,-4215.934789,787.7490103,1155.044007,1398.096979,,,
224,219.8150598,408.7490005,1,92.93878669,565.3870475,1,5.329830483,-25.13435054,10.61949521,8.239897966,532.9830483,-2513.435054,1061.949521,823.9897966,1344.133911,,,
225,225.1448903,383.61465,1,103.5582819,573.6269455,1,-6.96759522,-20.11928535,9.822614431,9.948233604,-696.759522,-2011.928535,982.2614431,994.8233604,1398.03829,,,
226,218.1772951,363.4953647,0.999999762,113.3808963,583.5751791,0.999999642,-9.93496716,-17.23093116,6.09774518,4.870260417,-993.496716,-1723.093116,609.774518,487.0260417,780.3969042,,,
227,208.2423279,346.2644335,0.999998331,119.4786415,588.4454395,0.999990582,-15.07831097,-10.27599847,8.71256566,1.278636038,-1507.831097,-1027.599847,871.256566,127.8636038,880.5890671,,,
228,193.164017,335.988435,0.999994516,128.1912072,589.7240756,0.999985337,-10.06005573,-10.14377213,7.121794224,2.391377211,-1006.005573,-1014.377213,712.1794224,239.1377211,751.2565336,,,
229,183.1039612,325.8446629,0.999999404,135.3130014,592.1154528,0.999995947,-5.193480492,8.831097126,2.073057413,2.01486969,-519.3480492,883.1097126,207.3057413,201.486969,289.089379,,,
230,177.9104807,334.67576,0.999998212,137.3860588,594.1303225,0.99982506,-5.958328307,22.3323586,0.912805557,1.918352555,-595.8328307,2233.23586,91.28055573,191.8352555,212.4450638,,,
231,171.9521524,357.0081186,0.998658538,138.2988644,596.048675,0.999481142,0.463425308,3.654328346,2.333299637,3.439094115,46.34253085,365.4328346,233.3299637,343.9094115,415.5918133,,,
232,172.4155777,360.662447,0.999964118,140.632164,599.4877691,0.997423768,-4.244008392,9.388916254,-0.668431669,9.366168976,-424.4008392,938.8916254,-66.84316695,936.6168976,938.9990531,,,
233,168.1715693,370.0513632,0.999996424,139.9637323,608.8539381,0.957964003,0.179073334,11.00256908,1.443760902,3.20933342,17.90733337,1100.256908,144.3760902,320.933342,351.9128662,,,
234,168.3506427,381.0539323,0.999999046,141.4074932,612.0632715,0.013887672,0.9350667,12.92455232,-20.82661927,-1.31673336,93.50667,1292.455232,-2082.661927,-131.673336,2086.820205,,,
235,169.2857094,393.9784846,0.999999523,120.580874,610.7465382,0.002715232,-1.714640141,14.69564295,-16.96457028,-18.47675419,-171.4640141,1469.564295,-1696.457028,-1847.675419,2508.360202,,,
236,167.5710692,408.6741276,0.999999762,103.6163037,592.269784,0.99994719,-4.998644233,13.64522839,-28.44903922,-73.60820603,-499.8644233,1364.522839,-2844.903922,-7360.820603,7891.461099,,,
237,162.572425,422.319356,0.999999881,75.16726446,518.6615779,1,-8.144785762,10.00069833,-13.07595873,-81.78746837,-814.4785762,1000.069833,-1307.595873,-8178.746837,8282.614732,,,
238,154.4276392,432.3200543,0.999999762,62.09130573,436.8741096,1,-5.53237921,9.665771008,1.598948956,-46.26787072,-553.237921,966.5771008,159.8948956,-4626.787072,4629.549113,,,
239,148.89526,441.9858253,0.999999881,63.69025469,390.6062388,0.999997735,-2.307363808,12.33075237,12.08558989,-27.9312458,-230.7363808,1233.075237,1208.558989,-2793.12458,3043.379659,,,
240,146.5878962,454.3165777,1,75.77584457,362.674993,0.988719523,-8.041404605,8.145175219,10.71886921,-20.75472426,-804.1404605,814.5175219,1071.886921,-2075.472426,2335.921095,,,
241,138.5464916,462.4617529,0.999999762,86.49471378,341.9202688,0.995417237,-8.830622196,10.29835129,6.106201947,12.68653238,-883.0622196,1029.835129,610.6201947,1268.653238,1407.955276,,,
242,129.7158694,472.7601042,0.999999642,92.60091573,354.6068012,0.99866724,-5.894682348,13.98741889,8.675702631,12.11689699,-589.4682348,1398.741889,867.5702631,1211.689699,1490.258396,,,
243,123.8211871,486.7475231,0.999999642,101.2766184,366.7236981,0.999995351,-5.872232616,13.6419194,0.592849374,21.79126871,-587.2232616,1364.19194,59.28493738,2179.126871,2179.933169,,,
244,117.9489545,500.3894425,0.999999523,101.8694677,388.5149668,1,-3.079125047,13.42574522,0.888127804,15.93401477,-307.9125047,1342.574522,88.81278038,1593.401477,1595.874674,,,
245,114.8698294,513.8151877,0.999999523,102.7575955,404.4489816,1,0.463590443,13.31521416,-1.013271809,19.57822195,46.35904431,1331.521416,-101.3271809,1957.822195,1960.442538,,,
246,115.3334199,527.1304018,0.999995947,101.7443237,424.0272036,1,1.796666086,15.17829299,-0.250676155,23.6744442,179.6666086,1517.829299,-25.06761551,2367.44442,2367.57713,,,
247,117.1300859,542.3086948,0.999999642,101.4936476,447.7016478,1,0.675311208,3.223232031,-4.082609653,19.44213647,67.53112078,322.3232031,-408.2609653,1944.213647,1986.616148,,,
248,117.8053972,545.5319269,0.999999881,97.41103792,467.1437842,1,9.517504096,-1.459515095,-5.095828116,21.64726478,951.7504096,-145.9515095,-509.5828116,2164.726478,2223.896438,,,
249,127.3229012,544.0724118,0.999996662,92.31520981,488.791049,1,44.2229836,-39.01971555,-3.765007436,20.62248909,4422.29836,-3901.971555,-376.5007436,2062.248909,2096.335702,,,
250,171.5458848,505.0526962,0.999998569,88.55020237,509.4135381,1,34.9297688,-72.6825242,4.808296323,18.00204074,3492.97688,-7268.25242,480.8296323,1800.204074,1863.312063,,,
251,206.4756536,432.370172,0.999999881,93.35849869,527.4155788,1,27.10197544,-43.55677867,5.563355327,23.98053145,2710.197544,-4355.677867,556.3355327,2398.053145,2461.74087,,,
252,233.5776291,388.8133934,0.999999881,98.92185402,551.3961103,1,-3.641900301,-32.50074211,7.708398342,16.86165738,-364.1900301,-3250.074211,770.8398342,1686.165738,1854.008885,,,
253,229.9357288,356.3126512,0.999996662,106.6302524,568.2577677,1,-9.06832242,-21.19780049,3.665282011,13.22425079,-906.832242,-2119.780049,366.5282011,1322.425079,1372.279495,,,
254,220.8674064,335.1148508,0.999986291,110.2955344,581.4820185,0.999999762,-12.90580702,3.148943663,0.594541788,5.643993556,-1290.580702,314.8943663,59.45417881,564.3993556,567.5221864,,,
255,207.9615993,338.2637944,0.99999094,110.8900762,587.126012,0.999984264,-10.01115263,7.306614876,4.042936921,2.413904369,-1001.115263,730.6614876,404.2936921,241.3904369,470.8744339,,,
256,197.9504467,345.5704093,0.999991417,114.9330131,589.5399164,0.999999404,-14.30659688,15.94632363,2.397300005,4.900578618,-1430.659688,1594.632363,239.7300005,490.0578618,545.55218,,,
257,183.6438498,361.5167329,0.999997377,117.3303131,594.440495,0.999989986,-8.981572628,2.626457259,2.470216393,6.564732552,-898.1572628,262.6457259,247.0216393,656.4732552,701.4105966,,,
258,174.6622772,364.1431902,0.999972224,119.8005295,601.0052276,0.99140054,-6.078996658,8.78404589,-4.665074766,8.461028099,-607.8996658,878.404589,-466.5074766,846.1028099,966.1879686,,,
259,168.5832806,372.9272361,0.999926925,115.1354547,609.4662557,0.081150286,-2.370466471,1.849540234,-2.230446398,0.712255001,-237.0466471,184.9540234,-223.0446398,71.22550011,234.1409473,,,
260,166.2128141,374.7767763,0.999998331,112.9050083,610.1785107,0.505859196,-2.52573505,6.02935189,-0.57668972,1.257118225,-252.573505,602.935189,-57.66897202,125.7118225,138.3082523,,,
261,163.687079,380.8061282,0.999999642,112.3283186,611.4356289,0.007527908,-1.637247413,7.723589122,10.33902431,3.086370468,-163.7247413,772.3589122,1033.902431,308.6370468,1078.986127,,,
262,162.0498316,388.5297173,0.999999881,122.6673429,614.5219994,0.004669188,1.565816879,,1.41091425,-0.509263039,156.5816879,,141.091425,-50.92630386,150.0009287,,,
263,163.6156485,396.3201895,0.999999881,124.0782572,614.0127363,0.005331128,-0.78057909,,-0.275701217,-0.492353439,-78.05790901,,-27.57012174,-49.23534393,56.42898816,,,
264,162.8350694,403.3926911,1,123.8025559,613.5203829,0.012229047,-2.806247473,7.953482211,-1.004491583,0.555951118,-280.6247473,795.3482211,-100.4491583,55.59511185,114.8078824,,,
