scorer,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,delta x Lhand,delta y Lhand,Delta x Rhand,Delta y Rhand ,velocity x Lhand (pixels/s),velocity y Lhand (pixels/s),velocity x Rhand (pixels/s),velocity y Rhand (pixels/s),total velocity,Correlation coefficient,Max,Min
bodyparts,LHand,LHand,LHand,RHand,RHand,RHand,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,585.9807878,366.0079718
coords,x,y,likelihood,x,y,likelihood,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,573.5751723,350.6703038
265,160.0288219,411.3461733,0.999999881,122.7980644,614.076334,0.007443072,-1.298865795,9.830797315,-3.099072099,1.353256226,-129.8865795,983.0797315,-309.9072099,135.3256226,338.1649048,,,
266,158.7299562,421.1769706,0.999999881,119.6989923,615.4295902,0.004763444,0.393123865,6.777172361,-1.058310509,0.391774178,39.31238651,677.7172361,-105.8310509,39.17741776,112.8498179,,,
267,159.12308,427.954143,0.999999881,118.6406817,615.8213644,0.0026337,1.723080397,7.577722754,-27.68000829,-21.86503172,172.3080397,757.7722754,-2768.000829,-2186.503172,3527.410482,,,
268,160.8461604,435.5318657,1,90.96067345,593.9563327,0.997074008,-5.893461943,10.07281387,-35.53410971,-79.73120737,-589.3461943,1007.281387,-3553.410971,-7973.120737,8729.111285,,,
269,154.9526985,445.6046796,0.999999881,55.42656374,514.2251253,1,-9.790286779,9.811302662,-10.11773264,-82.24202681,-979.0286779,981.1302662,-1011.773264,-8224.202681,8286.205095,,,
270,145.1624117,455.4159822,0.999999881,45.3088311,431.9830985,0.999980807,-11.69424999,6.53012085,-43.89626372,-431.8451264,-1169.424999,653.012085,-4389.626372,-43184.51264,43407.03804,,,
271,133.4681617,461.9461031,1,1.412567377,0.137972116,0.002509992,-6.667137742,9.287585735,72.833184,358.2909572,-666.7137742,928.7585735,7283.3184,35829.09572,36561.87669,,,
272,126.801024,471.2336888,0.999999881,74.24575138,358.4289293,0.002021497,-8.173975229,9.824089527,0.562319756,-50.95928663,-817.3975229,982.4089527,56.23197556,-5095.928663,5096.238905,,,
273,118.6270487,481.0577784,0.999999762,74.80807114,307.4696427,0.003884726,-5.269976854,6.666064739,-7.315346062,19.56816334,-526.9976854,666.6064739,-731.5346062,1956.816334,2089.084259,,,
274,113.3570719,487.7238431,0.999999285,67.49272507,327.037806,0.9996804,-3.201369762,11.07527578,15.09793586,28.59424135,-320.1369762,1107.527578,1509.793586,2859.424135,3233.540328,,,
275,110.1557021,498.7991189,1,82.59066093,355.6320474,0.98293972,-7.104105234,15.64660895,11.26950347,11.50640658,-710.4105234,1564.660895,1126.950347,1150.640658,1610.587163,,,
276,103.0515969,514.4457278,0.999999881,93.8601644,367.138454,0.999994636,-4.0052315,8.125646949,0.696358681,16.3343792,-400.52315,812.5646949,69.63586807,1633.43792,1634.921586,,,
277,99.04636538,522.5713748,1,94.55652308,383.4728332,1,0.340660989,3.975673556,0.757395983,14.62453151,34.06609893,397.5673556,75.73959827,1462.453151,1464.413092,,,
278,99.38702637,526.5470483,1,95.31391907,398.0973647,1,1.729420841,3.676726103,-0.409709692,19.2900238,172.9420841,367.6726103,-40.9709692,1929.00238,1929.437432,,,
279,101.1164472,530.2237744,1,94.90420938,417.3873885,1,4.825361729,8.61301291,-3.066788405,21.60294247,482.5361729,861.301291,-306.6788405,2160.294247,2181.953974,,,
280,105.9418089,538.8367873,0.999999046,91.83742097,438.9903309,1,28.15663862,0.939849377,-4.573518306,19.98678541,2815.663862,93.98493767,-457.3518306,1998.678541,2050.338169,,,
281,134.0984476,539.7766367,0.999997377,87.26390266,458.9771163,1,62.2733148,-60.66849291,-5.053118348,20.29869127,6227.33148,-6066.849291,-505.3118348,2029.869127,2091.819477,,,
282,196.3717624,479.1081438,0.999999762,82.21078432,479.2758076,1,27.98181286,-73.22787452,-0.637812495,25.44583774,2798.181286,-7322.787452,-63.78124952,2544.583774,2545.383002,,,
283,224.3535752,405.8802693,1,81.57297182,504.7216454,1,8.035031796,-38.85682154,2.56597881,16.9639802,803.5031796,-3885.682154,256.597881,1696.39802,1715.69482,,,
284,232.388607,367.0234478,0.999997377,84.13895063,521.6856256,1,-16.84279108,-28.99538565,5.560443118,12.54602742,-1684.279108,-2899.538565,556.0443118,1254.602742,1372.302196,,,
285,215.5458159,338.0280621,0.999965668,89.69939375,534.231653,1,-14.17991686,-8.048889399,4.907064438,15.25835216,-1417.991686,-804.8889399,490.7064438,1525.835216,1602.799401,,,
286,201.3658991,329.9791727,0.999943495,94.60645819,549.4900051,1,-26.98590994,-4.593228102,4.535235703,16.88921773,-2698.590994,-459.3228102,453.5235703,1688.921773,1748.753952,,,
287,174.3799891,325.3859446,0.999875307,99.14169389,566.3792229,1,-15.27329826,22.37075117,11.66583675,10.62482476,-1527.329826,2237.075117,1166.583675,1062.482476,1577.905727,,,
288,159.1066909,347.7566958,0.999971628,110.8075306,577.0040476,0.999999642,-6.962445974,5.319835156,7.866477728,6.721253395,-696.2445974,531.9835156,786.6477728,672.1253395,1034.682169,,,
289,152.1442449,353.0765309,0.999926686,118.6740084,583.725301,0.999971986,-6.648899078,3.393499285,-0.522345066,5.367607594,-664.8899078,339.3499285,-52.23450661,536.7607594,539.2963531,,,
290,145.4953458,356.4700302,0.999997377,118.1516633,589.0929086,0.999993443,-2.10473299,5.457536787,-1.758811146,3.413985491,-210.473299,545.7536787,-175.8811146,341.3985491,384.0405393,,,
291,143.3906128,361.927567,0.999994278,116.3928522,592.5068941,0.999982834,0.895012617,9.203666329,0.947850615,1.807464719,89.50126171,920.3666329,94.78506148,180.7464719,204.0918788,,,
292,144.2856255,371.1312333,0.999999046,117.3407028,594.3143588,0.999994516,-0.220783234,5.083240867,1.243775845,1.890436232,-22.07832336,508.3240867,124.3775845,189.0436232,226.290245,,,
293,144.0648422,376.2144742,0.999999046,118.5844786,596.2047951,0.999978423,1.275909901,0.672840834,2.688600302,0.972659767,127.5909901,67.28408337,268.8600302,97.26597667,285.9132492,,,
294,145.3407521,376.887315,0.999999285,121.2730789,597.1774548,0.999693274,2.640009165,0.470771313,2.413422912,-0.156909466,264.0009165,47.07713127,241.3422912,-15.69094658,241.8518293,,,
295,147.9807613,377.3580863,0.999999404,123.6865018,597.0205454,0.999818981,4.918934584,2.571847498,3.207656056,-0.08477515,491.8934584,257.1847498,320.7656056,-8.477514982,320.8776121,,,
296,152.8996959,379.9299338,0.999999762,126.8941579,596.9357702,0.999941111,4.606631756,6.044746101,1.314404726,1.622370064,460.6631756,604.4746101,131.4404726,162.2370064,208.8000098,,,
297,157.5063276,385.9746799,0.999999762,128.2085626,598.5581403,0.999619961,2.656676054,5.033496141,-14.48810744,-18.97646418,265.6676054,503.3496141,-1448.810744,-1897.646418,2387.491257,,,
298,160.1630037,391.0081761,0.999998569,113.7204552,579.5816761,1,0.375466585,1.404960155,-34.31200027,-70.59547684,37.54665852,140.4960155,-3431.200027,-7059.547684,7849.225893,,,
299,160.5384703,392.4131362,0.999998212,79.4084549,508.9861993,1,-0.467904091,2.059376717,-14.50489569,-83.60184586,-46.79040909,205.9376717,-1450.489569,-8360.184586,8485.081396,,,
300,160.0705662,394.472513,0.999994159,64.90355921,425.3843534,1,-4.730254352,6.037936211,4.27457118,-45.04602033,-473.0254352,603.7936211,427.457118,-4504.602033,4524.838015,,,
301,155.3403118,400.5104492,0.999995232,69.17813039,380.3383331,0.994042575,-6.387152791,6.505588293,22.38562879,-39.7958411,-638.7152791,650.5588293,2238.562879,-3979.58411,4565.98877,,,
302,148.953159,407.0160375,0.999996662,91.56375918,340.542492,0.99987483,-4.489747226,8.91599226,11.72279325,-13.6489194,-448.9747226,891.599226,1172.279325,-1364.89194,1799.213391,,,
303,144.4634118,415.9320297,0.99999094,103.2865524,326.8935726,0.999856234,-1.222857952,8.187566757,9.530234337,0.458152056,-122.2857952,818.7566757,953.0234337,45.81520557,954.1240476,,,
304,143.2405539,424.1195965,0.999995232,112.8167868,327.3517246,0.976553261,-1.647455335,12.83197099,9.555578113,18.87992954,-164.7455335,1283.197099,955.5578113,1887.992954,2116.035946,,,
305,141.5930985,436.9515675,0.999999166,122.3723649,346.2316542,0.998731554,0.534419179,19.5421707,-2.305384517,22.55810666,53.4419179,1954.21707,-230.5384517,2255.810666,2267.560305,,,
306,142.1275177,456.4937382,0.999995708,120.0669804,368.7897608,0.999999762,1.155035019,16.39931822,-0.462406635,24.15256619,115.5035019,1639.931822,-46.24066353,2415.256619,2415.699223,,,
307,143.2825527,472.8930564,0.999998212,119.6045737,392.942327,0.999999881,2.31213975,6.99567318,-7.98410368,19.40712267,231.213975,699.567318,-798.410368,1940.712267,2098.528823,,,
308,145.5946925,479.8887296,0.999999762,111.62047,412.3494497,0.999998689,1.496581852,14.69455004,-4.902637243,30.15516394,149.6581852,1469.455004,-490.2637243,3015.516394,3055.110087,,,
309,147.0912743,494.5832796,1,106.7178328,442.5046136,0.999999523,14.04445428,1.059981823,2.325508118,21.96399379,1404.445428,105.9981823,232.5508118,2196.399379,2208.676099,,,
310,161.1357286,495.6432614,0.999999523,109.0433409,464.4686074,0.999989867,45.58538437,-40.36450243,10.34004307,15.02410173,4558.538437,-4036.450243,1034.004307,1502.410173,1823.842437,,,
311,206.721113,455.278759,1,119.383384,479.4927092,1,29.72448099,-67.01922193,9.793136358,23.2676456,2972.448099,-6701.922193,979.3136358,2326.76456,2524.458063,,,
312,236.445594,388.2595371,1,129.1765203,502.7603548,1,5.471453071,-26.35302958,7.294057846,16.83089519,547.1453071,-2635.302958,729.4057846,1683.089519,1834.345422,,,
313,241.917047,361.9065075,0.999999762,136.4705782,519.5912499,1,-10.64896965,-21.13280308,5.710207462,16.97737598,-1064.896965,-2113.280308,571.0207462,1697.737598,1791.194475,,,
314,231.2680774,340.7737044,0.999994159,142.1807857,536.5686259,1,-10.68701023,-14.96297705,1.710260153,12.79040635,-1068.701023,-1496.297705,171.0260153,1279.040635,1290.424288,,,
315,220.5810671,325.8107274,0.999999762,143.8910458,549.3590323,1,-19.00478274,-13.8248136,3.99011191,12.44999635,-1900.478274,-1382.48136,399.011191,1244.999635,1307.376771,,,
316,201.5762844,311.9859138,0.999994397,147.8811577,561.8090286,1,-5.056949496,31.60739899,2.804558434,10.24256984,-505.6949496,3160.739899,280.4558434,1024.256984,1061.959439,,,
317,196.5193349,343.5933127,0.999923587,150.6857162,572.0515985,1,-5.572220206,8.675694466,2.056758404,12.04537686,-557.2220206,867.5694466,205.6758404,1204.537686,1221.97119,,,
318,190.9471147,352.2690072,0.998976469,152.7424746,584.0969753,0.999999881,-10.51883486,6.84791851,-0.123506069,7.049539804,-1051.883486,684.791851,-12.35060692,704.9539804,705.0621618,,,
319,180.4282798,359.1169257,0.999993563,152.6189685,591.1465151,0.999999404,-4.842171878,8.462190151,-5.122388482,7.348242998,-484.2171878,846.2190151,-512.2388482,734.8242998,895.7429258,,,
320,175.586108,367.5791159,0.999996305,147.49658,598.4947581,0.999976277,-4.638030052,15.77691031,-10.31800783,13.27206182,-463.8030052,1577.691031,-1031.800783,1327.206182,1681.09759,,,
321,170.9480779,383.3560262,0.99999845,137.1785722,611.76682,0.160483956,2.46648097,18.25851965,2.123013496,0.60194397,246.648097,1825.851965,212.3013496,60.19439697,220.6699537,,,
322,173.4145589,401.6145458,1,139.3015857,612.3687639,0.005733967,2.479768038,17.88640654,-10.56509542,-13.12116933,247.9768038,1788.640654,-1056.509542,-1312.116933,1684.595874,,,
323,175.8943269,419.5009524,1,128.7364902,599.2475946,0.9769876,0.867985725,17.26778322,-24.57702255,-54.78180337,86.79857254,1726.778322,-2457.702255,-5478.180337,6004.228525,,,
324,176.7623127,436.7687356,1,104.1594677,544.4657912,1,-9.449108839,13.23009187,-32.70226288,-95.27899694,-944.9108839,1323.009187,-3270.226288,-9527.899694,10073.49257,,,
325,167.3132038,449.9988275,1,71.45720482,449.1867943,1,-7.850088835,14.36627555,-4.20447737,-58.5082314,-785.0088835,1436.627555,-420.447737,-5850.82314,5865.910647,,,
326,159.463115,464.365103,0.999999762,67.25272745,390.6785629,0.999994278,-10.32526124,27.28480455,19.15004021,-34.85243315,-1032.526124,2728.480455,1915.004021,-3485.243315,3976.702322,,,
327,149.1378537,491.6499076,0.999999881,86.40276766,355.8261297,0.003748963,-5.311381936,15.09837928,4.481247902,-25.89063245,-531.1381936,1509.837928,448.1247902,-2589.063245,2627.558622,,,
328,143.8264718,506.7482868,0.999999166,90.88401556,329.9354973,0.015090967,-8.722619534,10.77985549,-5.409900665,-21.18722045,-872.2619534,1077.985549,-540.9900665,-2118.722045,2186.699192,,,
329,135.1038523,517.5281423,0.999999881,85.47411489,308.7482768,0.123384118,-6.362918615,10.92018068,7.767620802,17.83796322,-636.2918615,1092.018068,776.7620802,1783.796322,1945.581828,,,
330,128.7409337,528.448323,0.999999523,93.2417357,326.5862401,0.999983072,-9.556745291,12.92793715,16.07360494,26.51065278,-955.6745291,1292.793715,1607.360494,2651.065278,3100.28303,,,
331,119.1841884,541.3762602,0.999999166,109.3153406,353.0968928,0.99956125,-5.500908852,11.19182312,3.424128175,9.835814834,-550.0908852,1119.182312,342.4128175,983.5814834,1041.479271,,,
332,113.6832795,552.5680833,0.999997735,112.7394688,362.9327077,1,-7.238795877,10.88090843,-6.810583353,15.36418378,-723.8795877,1088.090843,-681.0583353,1536.418378,1680.601645,,,
333,106.4444836,563.4489917,0.999999404,105.9288855,378.2968915,1,-4.682122111,11.94346648,-7.15228188,19.84553385,-468.2122111,1194.346648,-715.228188,1984.553385,2109.50314,,,
334,101.7623615,575.3924582,0.999999762,98.77660358,398.1424253,1,-4.171326399,8.633317709,-5.358494878,19.43181968,-417.1326399,863.3317709,-535.8494878,1943.181968,2015.710999,,,
335,97.59103513,584.0257759,0.999997854,93.4181087,417.574245,1,-4.610574126,5.636305571,-5.985325098,17.13223374,-461.0574126,563.6305571,-598.5325098,1713.223374,1814.765961,,,
336,92.980461,589.6620815,0.980091929,87.4327836,434.7064787,1,2.280103803,1.740408659,-0.777894258,19.43016112,228.0103803,174.0408659,-77.78942585,1943.016112,1944.572654,,,
337,95.2605648,591.4024901,0.880479455,86.65488935,454.1366398,1,37.80521524,-18.368559,-1.387995362,16.78991389,3780.521524,-1836.8559,-138.7995362,1678.991389,1684.718789,,,
338,133.06578,573.0339311,0.999996901,85.26689398,470.9265537,1,56.92161977,-62.58622086,-4.454812169,21.52715328,5692.161977,-6258.622086,-445.4812169,2152.715328,2198.325908,,,
339,189.9873998,510.4477103,0.999999523,80.81208181,492.453707,1,33.31200433,-90.81025594,9.45990181,24.11509576,3331.200433,-9081.025594,945.990181,2411.509576,2590.420016,,,
340,223.2994041,419.6374543,1,90.27198362,516.5688028,1,6.653403401,-36.1134637,9.010061085,19.20868737,665.3403401,-3611.34637,901.0061085,1920.868737,2121.685347,,,
341,229.9528075,383.5239906,0.999998808,99.28204471,535.7774901,1,-19.05101395,-38.82609773,9.431070864,15.57471538,-1905.101395,-3882.609773,943.1070864,1557.471538,1820.760436,,,
342,210.9017936,344.6978929,0.999999285,108.7131156,551.3522055,1,-20.35270417,-14.41874349,3.801304936,13.31328458,-2035.270417,-1441.874349,380.1304936,1331.328458,1384.534093,,,
343,190.5490894,330.2791494,0.999996424,112.5144205,564.6654901,1,-11.38346767,6.610941052,5.597138405,10.0214954,-1138.346767,661.0941052,559.7138405,1002.14954,1147.860307,,,
344,179.1656218,336.8900905,0.999960065,118.1115589,574.6869855,0.999999881,-2.344711542,20.46603155,11.06608534,10.03799009,-234.4711542,2046.603155,1106.608534,1003.799009,1494.053178,,,
345,176.8209102,357.356122,0.999969125,129.1776443,584.7249756,0.999985814,-6.05396533,8.414996743,4.725467443,4.616708875,-605.396533,841.4996743,472.5467443,461.6708875,660.6363856,,,
346,170.7669449,365.7711188,0.999926448,133.9031117,589.3416845,0.999998569,-5.876385808,14.84778005,3.777198076,6.316876888,-587.6385808,1484.778005,377.7198076,631.6876888,736.0037971,,,
347,164.8905591,380.6188988,0.999998093,137.6803098,595.6585613,0.999838233,-2.40360105,12.35433084,0.074073792,6.69663465,-240.360105,1235.433084,7.40737915,669.663465,669.7044316,,,
348,162.486958,392.9732296,0.999999642,137.7543836,602.355196,0.997635007,-1.836326122,12.39772797,0.238028288,12.20619678,-183.6326122,1239.772797,23.80282879,1220.619678,1220.851741,,,
349,160.6506319,405.3709576,0.999999881,137.9924119,614.5613928,0.007888845,-3.42871654,15.65922892,-17.41351891,-5.45851326,-342.871654,1565.922892,-1741.351891,-545.851326,1824.900018,,,
350,157.2219154,421.0301865,1,120.5788929,609.1028795,0.003261442,-1.502298415,14.46287006,-28.82897648,-34.04427385,-150.2298415,1446.287006,-2882.897648,-3404.427385,4461.078869,,,
351,155.7196169,435.4930566,1,91.74991646,575.0586057,1,-4.923124373,20.80097455,-31.67114487,-88.36841154,-492.3124373,2080.097455,-3167.114487,-8836.841154,9387.245376,,,
352,150.7964926,456.2940311,0.999999762,60.07877159,486.6901941,1,-8.297893286,17.76679122,-3.265423775,-78.16633987,-829.7893286,1776.679122,-326.5423775,-7816.633987,7823.45172,,,
353,142.4985993,474.0608224,0.999999285,56.81334782,408.5238543,1,-12.90121341,13.64194238,14.14487934,-49.07734728,-1290.121341,1364.194238,1414.487934,-4907.734728,5107.507834,,,
354,129.5973859,487.7027647,0.999999762,70.95822716,359.446507,0.268935174,-11.48592949,14.04334784,-0.768414021,-36.52176476,-1148.592949,1404.334784,-76.84140205,-3652.176476,3652.984754,,,
355,118.1114564,501.7461126,1,70.18981314,322.9247422,0.990945101,-6.601079702,14.20069037,5.974539727,206.4041588,-660.1079702,1420.069037,597.4539727,20640.41588,20649.06097,,,
356,111.5103767,515.946803,0.999999881,76.16435286,529.3289011,0.000580911,-3.784223437,6.728407644,8.46117124,-209.0200007,-378.4223437,672.8407644,846.117124,-20902.00007,20919.11855,,,
357,107.7261533,522.6752106,0.999999523,84.6255241,320.3089004,0.875987768,-5.064164519,11.27451062,9.30030781,25.75232744,-506.4164519,1127.451062,930.030781,2575.232744,2738.025007,,,
358,102.6619887,533.9497212,1,93.92583191,346.0612278,0.995113552,-0.463744402,15.00910133,4.797154069,12.80444646,-46.37444019,1500.910133,479.7154069,1280.444646,1367.357072,,,
359,102.1982443,548.9588225,1,98.72298598,358.8656743,0.999999762,1.322128773,15.54388839,-0.925927401,18.7566638,132.2128773,1554.388839,-92.59274006,1875.66638,1877.950421,,,
360,103.5203731,564.5027109,0.999999881,97.79705858,377.6223381,1,0.506201982,12.07818091,-2.327524185,17.52793795,50.62019825,1207.818091,-232.7524185,1752.793795,1768.179792,,,
361,104.0265751,576.5808918,0.999999642,95.4695344,395.150276,0.999999762,-1.841070652,5.890013933,-3.846553832,10.97327942,-184.1070652,589.0013933,-384.6553832,1097.327942,1162.79335,,,
362,102.1855044,582.4709058,0.999999881,91.62298056,406.1235554,0.999999881,-3.973046899,4.429706812,-3.868902653,14.77984297,-397.3046899,442.9706812,-386.8902653,1477.984297,1527.78325,,,
363,98.21245754,586.9006126,0.99999547,87.75407791,420.9033984,1,-2.526641726,4.022834778,-1.511290073,15.09959639,-252.6641726,402.2834778,-151.1290073,1509.959639,1517.503901,,,
364,95.68581581,590.9234474,0.999893546,86.24278784,436.0029948,1,18.37939918,2.202052355,2.93606472,11.53566765,1837.939918,220.2052355,293.606472,1153.566765,1190.344925,,,
365,114.065215,593.1254997,0.968863726,89.17885256,447.5386624,0.999999881,29.39197266,-9.718497276,2.340260237,9.66605711,2939.197266,-971.8497276,234.0260237,966.605711,994.5324431,,,
366,143.4571877,583.4070024,0.999999881,91.5191128,457.2047195,0.999999762,45.40038639,-69.52621722,1.631976515,14.22196627,4540.038639,-6952.621722,163.1976515,1422.196627,1431.529503,,,
367,188.857574,513.8807852,1,93.15108931,471.4266858,1,33.91879147,-77.35322332,10.59452212,14.83506584,3391.879147,-7735.322332,1059.452212,1483.506584,1822.973059,,,
368,222.7763655,436.5275619,1,103.7456114,486.2617517,1,12.90374681,-47.91682839,12.76287252,3.740791321,1290.374681,-4791.682839,1276.287252,374.0791321,1329.979077,,,
369,235.6801123,388.6107335,1,116.5084839,490.002543,1,-6.428124279,-31.06491196,11.24785084,3.380497456,-642.8124279,-3106.491196,1124.785084,338.0497456,1174.486745,,,
370,229.2519881,357.5458215,0.999939442,127.7563348,493.3830404,1,-12.30330789,-24.31462371,3.911299974,4.04618597,-1230.330789,-2431.462371,391.1299974,404.618597,562.7600589,,,
371,216.9486802,333.2311978,0.999866009,131.6676348,497.4292264,1,-17.0315969,-3.629206657,2.208632916,7.829733372,-1703.15969,-362.9206657,220.8632916,782.9733372,813.5280206,,,
372,199.9170833,329.6019912,0.999981403,133.8762677,505.2589598,1,-6.163129091,12.57003736,2.768288851,6.96448946,-616.3129091,1257.003736,276.8288851,696.448946,749.4500424,,,
373,193.7539542,342.1720285,0.999999881,136.6445565,512.2234492,1,-8.156151056,14.97702634,2.484363079,13.94471478,-815.6151056,1497.702634,248.4363079,1394.471478,1416.429068,,,
374,185.5978031,357.1490549,0.999994874,139.1289196,526.168164,1,2.201131761,3.746666551,4.308542967,9.536346674,220.1131761,374.6666551,430.8542967,953.6346674,1046.448519,,,
375,187.7989349,360.8957214,0.999998808,143.4374626,535.7045107,1,1.422415912,8.252790689,9.296911001,4.007645279,142.2415912,825.2790689,929.6911001,400.7645279,1012.392092,,,
376,189.2213508,369.1485121,1,152.7343736,539.712156,1,-2.443236351,12.90954828,-2.129699469,-0.915537268,-244.3236351,1290.954828,-212.9699469,-91.55372679,231.8151918,,,
377,186.7781144,382.0580604,0.999999881,150.6046741,538.7966187,1,-0.263189077,7.506073117,-17.16210723,-31.83848035,-26.31890774,750.6073117,-1716.210723,-3183.848035,3616.941741,,,
378,186.5149254,389.5641335,1,133.4425669,506.9581383,1,-4.157808661,6.105276972,-37.42005014,-68.7541362,-415.7808661,610.5276972,-3742.005014,-6875.41362,7827.76558,,,
379,182.3571167,395.6694105,0.999999762,96.02251673,438.2040021,1,-5.367453337,5.863179892,-15.70671701,-54.24165511,-536.7453337,586.3179892,-1570.671701,-5424.165511,5646.997528,,,
380,176.9896634,401.5325904,0.999999881,80.31579971,383.962347,1,-4.873260587,5.990122795,-0.156358957,-25.90678287,-487.3260587,599.0122795,-15.63589573,-2590.678287,2590.725471,,,
381,172.1164028,407.5227132,0.999999523,80.15944076,358.0555642,0.999999762,-6.30617097,6.660488844,7.637736559,-18.85339457,-630.617097,666.0488844,763.7736559,-1885.339457,2034.171838,,,
382,165.8102318,414.183202,0.999999881,87.79717731,339.2021696,0.999955654,-3.970825791,8.928202391,11.06631315,-9.81724757,-397.0825791,892.8202391,1106.631315,-981.724757,1479.329701,,,
383,161.839406,423.1114044,0.999999642,98.86349046,329.384922,0.999987006,-5.068721473,10.26531053,11.44417512,4.168739676,-506.8721473,1026.531053,1144.417512,416.8739676,1217.980028,,,
384,156.7706845,433.3767149,0.999999881,110.3076656,333.5536617,0.999992013,-3.576937497,8.528405428,6.138703108,12.31392062,-357.6937497,852.8405428,613.8703108,1231.392062,1375.922661,,,
385,153.193747,441.9051204,0.999999881,116.4463687,345.8675823,1,-1.75157547,15.25328684,0.525360584,16.39406061,-175.157547,1525.328684,52.53605843,1639.406061,1640.247625,,,
386,151.4421716,457.1584072,0.999999881,116.9717293,362.2616429,1,-4.545805097,13.43288541,-4.370856285,14.62301588,-454.5805097,1343.288541,-437.0856285,1462.301588,1526.227303,,,
387,146.8963665,470.5912926,1,112.600873,376.8846588,1,-1.534206271,12.18771791,-2.549982071,13.51647544,-153.4206271,1218.771791,-254.9982071,1351.647544,1375.490883,,,
388,145.3621602,482.7790105,0.999999881,110.0508909,390.4011343,1,-1.60914278,10.31727421,-0.776598096,14.49151534,-160.914278,1031.727421,-77.65980959,1449.151534,1451.230931,,,
389,143.7530174,493.0962847,0.999997854,109.2742928,404.8926496,1,-0.478860855,9.202499986,-5.494415402,14.27278024,-47.88608551,920.2499986,-549.4415402,1427.278024,1529.381759,,,
390,143.2741566,502.2987847,0.999998927,103.7798774,419.1654298,1,-1.527674198,11.96405077,-6.693650484,21.82757354,-152.7674198,1196.405077,-669.3650484,2182.757354,2283.085463,,,
391,141.7464824,514.2628355,0.999998927,97.08622694,440.9930034,1,3.774881363,5.629576445,-4.389117122,22.05836582,377.4881363,562.9576445,-438.9117122,2205.836582,2249.079482,,,
392,145.5213637,519.8924119,0.999999881,92.69710982,463.0513692,1,3.699423313,2.635445476,-2.933136582,17.40849924,369.9423313,263.5445476,-293.3136582,1740.849924,1765.387028,,,
393,149.220787,522.5278574,1,89.76397324,480.4598684,1,28.49279928,-30.29993111,-0.946167946,19.26883367,2849.279928,-3029.993111,-94.61679459,1926.883367,1929.204978,,,
394,177.7135863,492.2279263,0.999999881,88.81780529,499.7287021,1,35.7079618,-68.71520644,1.896976948,13.34874913,3570.79618,-6871.520644,189.6976948,1334.874913,1348.286412,,,
395,213.4215481,423.5127199,1,90.71478224,513.0774512,1,13.59559983,-30.36219144,7.817695618,8.705688953,1359.559983,-3036.219144,781.7695618,870.5688953,1170.065746,,,
396,227.017148,393.1505284,1,98.53247786,521.7831402,1,-8.695597827,-16.7405839,6.266921043,6.698296547,-869.5597827,-1674.05839,626.6921043,669.8296547,917.2866291,,,
397,218.3215501,376.4099445,0.999999166,104.7993989,528.4814367,1,-3.838578463,-15.36390924,-0.894373894,14.64947724,-383.8578463,-1536.390924,-89.43738937,1464.947724,1467.675333,,,
398,214.4829717,361.0460353,0.999985218,103.905025,543.130914,1,-3.745216846,-15.12266254,-1.862150669,12.57465625,-374.5216846,-1512.266254,-186.2150669,1257.465625,1271.178921,,,
399,210.7377548,345.9233727,0.999991775,102.0428743,555.7055702,1,-10.69538641,-16.61467052,0.952728748,13.60576487,-1069.538641,-1661.467052,95.27287483,1360.576487,1363.908097,,,
400,200.0423684,329.3087022,0.999937892,102.9956031,569.3113351,1,-14.26650238,-4.885453105,2.424357891,9.711036265,-1426.650238,-488.5453105,242.4357891,971.1036265,1000.90827,,,
401,185.775866,324.4232491,0.999992728,105.419961,579.0223714,1,-21.13848728,3.257723689,2.532880582,6.873281896,-2113.848728,325.7723689,253.2880582,687.3281896,732.5127171,,,
402,164.6373788,327.6809728,0.999981523,107.9528416,585.8956532,0.999999881,-7.579413116,21.50346506,1.27952262,2.934043527,-757.9413116,2150.346506,127.952262,293.4043527,320.090449,,,
403,157.0579656,349.1844379,0.999992013,109.2323642,588.8296968,0.999999762,-4.419938922,9.029443383,1.427027702,5.029294848,-441.9938922,902.9443383,142.7027702,502.9294848,522.7830787,,,
404,152.6380267,358.2138813,0.999951482,110.6593919,593.8589916,0.999998212,-7.152023554,4.997524679,-0.868783951,6.660233974,-715.2023554,499.7524679,-86.87839508,666.0233974,671.6658555,,,
405,145.4860032,363.2114059,0.972309947,109.7906079,600.5192256,0.999373376,-7.228326082,9.924989641,-4.94016695,6.073286772,-722.8326082,992.4989641,-494.016695,607.3286772,782.8796952,,,
406,138.2576771,373.1363956,0.998624563,104.850441,606.5925124,0.991310716,-5.186696887,5.314015269,-5.700899661,4.893702269,-518.6696887,531.4015269,-570.0899661,489.3702269,751.3226925,,,
