,p_left,p_right,y_left,y_right
227,0.999999762,0.999999881,342.0820935,582.3644447
228,0.999999881,0.999999285,363.4904442,589.2671458
229,0.999999642,0.998851776,380.1097445,599.8100419
230,0.999999881,0.510435164,397.813302,602.70312815
231,0.999999285,0.250945985,415.0570858,605.5962144
232,0.999999642,0.816054106,428.7115479,605.5962144
233,0.999999642,0.307777643,446.1370604,548.7495533
234,0.999999404,0.999999285,459.1083786,491.9028922
235,0.999999166,1.0,466.9883149,491.9028922
236,0.999999642,0.999999881,476.8059714,418.949894
237,1.0,0.999984145,483.441641,370.8397884
238,0.999999881,0.999996901,490.7834489,348.8174379
239,0.999999881,0.9999336,504.4819436,339.4004803
240,1.0,0.999993324,517.074639,354.7210947
241,1.0,0.999998569,528.4128289,388.6063704
242,0.999999404,1.0,538.5632175,399.5401626
243,0.999999881,0.999999642,547.708077,409.3054941
244,0.999999642,1.0,557.6420945,419.960019
245,0.999999762,0.999999762,573.5796043,424.0975816
246,0.999999762,1.0,583.6729231,434.0448332
247,0.999999046,0.999999881,587.8222388,439.0037727
248,0.999765098,1.0,597.150649,446.6298401
249,0.17185156,1.0,553.03542965,456.140121
250,0.04611196,1.0,508.9202103,461.8476719
251,0.999999642,1.0,508.9202103,468.420092
252,0.999999881,1.0,405.4424049,475.8361924
253,0.999836683,1.0,360.4329357,479.8604407
254,0.999945283,1.0,328.1108799,489.9063644
255,0.999391317,1.0,328.116245,497.086791
256,0.999808013,1.0,338.0772413,506.0801911
257,0.99999547,1.0,354.0287677,511.812242
258,0.999999523,1.0,368.9365573,512.9687791
259,0.999998808,1.0,380.9647878,470.5020611
260,0.999999642,0.999999523,396.9104412,396.6809012
261,0.999999404,0.999972224,411.6674266,354.243
262,0.999999642,0.999997616,430.9766185,325.5556725
263,0.999999881,0.999999642,451.2544803,322.7187986
264,0.999999881,0.99999702,478.0063806,347.1040983
265,0.999999881,1.0,503.6810379,372.9999399
266,0.999999642,0.999999523,524.334371,398.3142724
267,0.999999762,1.0,542.0607846,415.5466671
268,1.0,1.0,556.8634459,432.631784
269,0.999999881,0.999999881,568.4736991,441.853801
270,0.999999881,1.0,577.0892971,448.8037641
271,0.999999642,1.0,576.8069551,450.519311
272,0.999999762,1.0,576.4506938,452.1247699
273,0.999999404,1.0,583.3705881,460.8501331
274,0.999770701,1.0,590.7875776,477.7309023
275,0.999904037,1.0,554.0290313,490.6452265
276,0.999999762,1.0,461.7295145,499.4605217
277,0.999997735,1.0,390.4456429,508.529421
278,0.999373019,1.0,357.5064611,517.2192138
279,0.999990463,1.0,328.0397305,525.3073334
280,0.999993086,1.0,314.0224714,531.0840761
281,0.981285214,1.0,325.8987794,543.8038213
282,0.999930024,1.0,331.6471798,554.5013636
283,0.999999046,1.0,349.8497685,569.502914
284,0.999999881,0.999999881,367.7749448,581.0055351
285,1.0,0.999990106,386.1190481,587.8845223
286,0.999999881,0.99950254,405.8652164,592.5760074
287,0.999997377,0.999999523,426.2107061,577.5986073
288,0.99999845,1.0,446.0321431,523.7366993
289,0.999999046,0.999999762,472.7839222,423.9688106
290,0.999999762,0.999998569,491.0783715,351.0139999
291,0.999999762,0.999990702,511.1267469,318.9232938
292,1.0,0.999992251,532.0750022,294.0845046
293,1.0,0.999879837,550.4638267,315.3974543
294,0.999999881,1.0,570.447392,347.5850667
295,1.0,0.999999881,582.819134,362.3804585
296,0.97208935,0.999999762,592.2712884,378.7361274
297,0.004111464,0.999999881,537.57276775,394.8307478
298,0.999570668,1.0,482.8742471,411.3220547
299,1.0,1.0,482.8742471,421.8346537
300,0.999999881,1.0,400.2596641,439.9715986
301,0.999994159,1.0,361.9949799,455.787411
302,0.999997139,1.0,343.657913,474.2280445
303,0.999999166,1.0,338.9834793,487.5696738
304,0.999994278,1.0,337.0973344,503.2061656
305,0.990838349,1.0,355.2308437,517.957165
306,0.999379039,0.999999881,365.4492581,536.472506
307,0.999996781,1.0,382.5648685,553.4659381
308,0.999999881,1.0,394.9971443,566.3972914
309,0.999999881,1.0,407.8334122,577.4055278
310,0.999999881,0.999999046,423.1908705,585.8757501
311,1.0,0.999971271,435.3400055,583.1624448
312,0.999999642,0.99571687,444.3967039,580.4386394
313,0.999999762,0.999999404,455.1644456,530.6672573
314,0.999999642,0.999999881,470.1317508,427.4749287
315,0.999999762,0.99996984,489.0476162,356.8767765
316,1.0,0.999989986,500.446955,316.7806056
317,1.0,0.999998808,514.3097733,308.0928292
318,0.999999881,0.999999881,527.51999,335.4685202
319,0.999999881,0.999999881,543.9476609,351.7531753
320,0.999999642,1.0,558.7601378,360.7785029
321,0.999999762,1.0,575.3305473,373.9361883
322,0.999989629,1.0,590.4164364,398.903969
323,0.999970913,1.0,564.3652256,420.0006201
324,0.999999642,1.0,489.3115692,444.5580013
325,1.0,1.0,410.4927969,466.8444171
326,0.999999762,1.0,364.0165264,489.0144053
327,0.999263585,1.0,338.0221989,512.7932091
328,0.999935746,1.0,314.8544147,528.0005484
329,0.768199146,1.0,331.6437569,547.4418206
330,0.999992013,1.0,361.2484262,554.8841772
331,0.998878539,1.0,371.1098061,562.5778102
332,0.999994755,1.0,387.6459478,578.3278021
333,0.999998331,0.999999642,405.6605277,586.6613998
334,0.999998927,0.999964118,417.6892531,590.771841
335,0.999725163,0.99867475,428.8168156,592.6232619
336,0.999989271,0.99987793,438.809731,595.5169662
337,0.999974251,0.998548806,443.9805613,598.7268662
338,0.999995708,0.980590999,449.2167811,602.7607551
339,0.999996543,0.689271152,454.7810669,0.0
340,0.999989033,0.089129046,457.658869,0.0
341,0.999996424,0.010246141,459.271887,0.0
342,0.999998331,0.001126421,460.1175326,0.0
343,0.999992371,0.005708646,461.4531274,0.0
344,0.999984384,0.001745783,462.6658704,0.0
345,0.99998796,0.005777498,464.3420293,0.0
346,0.999996901,0.001160758,466.6116929,0.0
347,0.999847651,0.000551033,472.2765825,0.0
348,0.999672771,0.003502345,472.6088104,0.0
349,0.999735296,0.072361745,482.1722628,0.0
350,0.999910355,0.042832278,489.8730011,0.0
351,0.999804676,0.106011532,502.6798668,0.0
352,0.999880791,0.001703526,514.3345715,0.0
353,0.999786794,0.000662169,530.6485931,0.0
354,0.999996662,0.001725844,547.1332328,0.0
355,0.999978542,0.000926391,559.068368,0.0
356,0.999892235,0.001867111,568.1885757,0.0
357,0.999813139,0.000506463,575.045157,0.0
358,0.999996662,0.001309779,581.0001602,0.0
359,0.99906975,0.000777802,588.2331527,0.0
360,0.670274258,0.00087572,490.3866135,0.0
361,0.297130942,0.002295036,392.5400743,0.0
362,0.999973893,0.000253668,392.5400743,0.0
363,0.999986768,0.023700951,406.3977156,0.0
364,0.99999702,0.275318056,419.9871305,0.0
365,0.999990582,0.007578023,434.2615581,0.0
366,0.999994159,0.001125633,445.8910537,0.0
367,0.999990225,0.001193475,463.6639142,0.0
368,0.999992251,0.00119428,478.0797889,0.0
369,0.999898791,0.000883567,493.9440858,0.0
370,0.999708712,0.000798399,510.7648919,0.0
371,0.005837047,0.000239016,0.0,0.0
372,0.005412955,0.000217496,0.0,0.0
373,0.012400884,0.00041795,0.0,0.0
374,0.013539069,0.000419279,0.0,0.0
375,0.009658368,0.000280025,0.0,0.0
376,0.010636146,0.00030381,0.0,0.0
377,0.013901078,0.000405506,0.0,0.0
378,0.009917096,0.000356215,0.0,0.0
379,0.007531485,0.000280932,0.0,0.0
380,0.030084742,0.000792321,0.0,0.0
381,0.041416198,0.000997811,0.0,0.0
382,0.025434636,0.000692884,0.0,0.0
383,0.04232632,0.001039101,0.0,0.0
384,0.070896208,0.00172767,0.0,0.0
385,0.046408486,0.001146638,0.0,0.0
386,0.060538892,0.001383952,0.0,0.0
387,0.005729945,0.000256395,0.0,0.0
388,0.006885789,0.000252185,0.0,0.0
389,0.004639368,0.000153156,0.0,0.0
390,0.014472771,0.000398406,0.0,0.0
391,0.001229446,9.21e-05,0.0,0.0
392,0.002889909,0.000131334,0.0,0.0
393,0.001830771,9.89e-05,0.0,0.0
394,0.001682323,0.000115325,0.0,0.0
395,0.001210086,0.000117642,0.0,0.0
396,0.002186988,8.92e-05,0.0,0.0
397,0.001349626,6.27e-05,0.0,0.0
398,0.001028928,5.27e-05,0.0,0.0
399,0.00804692,0.000287738,0.0,0.0
400,0.0054171,0.000202792,0.0,0.0
401,0.003670086,0.000153569,0.0,0.0
402,0.003064515,0.000128937,0.0,0.0
403,0.003554076,0.000128646,0.0,0.0
404,0.001264098,6.02e-05,0.0,0.0
405,0.000884599,4.53e-05,0.0,0.0
406,0.000972736,4.56e-05,0.0,0.0
407,0.013417324,0.000396719,0.0,0.0
408,0.015287529,0.000378981,0.0,0.0
409,0.004292355,0.000157004,0.0,0.0
410,0.009602412,0.000258376,0.0,0.0
411,0.004253492,0.000211022,0.0,0.0
412,0.000797911,0.000158605,0.0,0.0
413,0.002013598,0.000193509,0.0,0.0
414,0.005047567,0.000296777,0.0,0.0
415,0.002183598,0.000122567,0.0,0.0
416,0.001995289,0.000124514,0.0,0.0
417,0.002592441,0.0001049,0.0,0.0
418,0.005373916,0.000194192,0.0,0.0
419,0.026611326,0.001138445,0.0,0.0
420,0.024654889,0.000903059,0.0,0.0
421,0.031007143,0.000930563,0.0,0.0
422,0.018589616,0.000586197,0.0,0.0
423,0.005956457,0.000324035,0.0,0.0
424,0.003112699,0.00016146,0.0,0.0
425,0.003578156,0.000191943,0.0,0.0
426,0.005030296,0.000250303,0.0,0.0
427,0.000647929,0.000154888,0.0,0.0
428,0.000128828,0.000153261,0.0,0.0
429,0.000147027,9.99e-05,0.0,0.0
430,0.000492352,4.18e-05,0.0,0.0
431,0.000386089,2.55e-05,0.0,0.0
432,0.000834503,4.45e-05,0.0,0.0
433,0.001169806,4.85e-05,0.0,0.0
434,0.001373678,6.56e-05,0.0,0.0
435,0.003142169,0.00010864,0.0,0.0
436,0.002349937,9.88e-05,0.0,0.0
437,0.001192074,6.21e-05,0.0,0.0
438,0.000785984,5.3e-05,0.0,0.0
439,0.002149482,0.000157898,0.0,0.0
440,0.001591153,7.86e-05,0.0,0.0
441,0.001121691,8.46e-05,0.0,0.0
442,0.000450023,8.59e-05,0.0,0.0
443,0.000660469,4.31e-05,0.0,0.0
444,0.000264012,3.48e-05,0.0,0.0
445,0.000252569,2.56e-05,0.0,0.0
446,0.000555273,3.96e-05,0.0,0.0
447,0.000558181,4.33e-05,0.0,0.0
448,0.001732581,8.26e-05,0.0,0.0
449,0.001864562,0.000164309,0.0,0.0
450,0.001598464,6.92e-05,0.0,0.0
451,0.003670329,0.00017318,0.0,0.0
452,0.007822477,0.000243237,0.0,0.0
453,0.005035913,0.000184613,0.0,0.0
454,0.007146351,0.000219185,0.0,0.0
455,0.001731637,9.23e-05,0.0,0.0
456,0.002951636,0.000134093,0.0,0.0
457,0.0073625,0.000237164,0.0,0.0
458,0.004712303,0.000177611,0.0,0.0
459,0.147920951,0.003117176,0.0,0.0
460,0.152339429,0.002694693,0.0,0.0
461,0.41847378,0.00729063,0.0,0.0
462,0.110576957,0.002214106,0.0,0.0
463,0.253389418,0.005242302,0.0,0.0
464,0.26241836,0.004736592,0.0,0.0
465,0.109553836,0.002451892,0.0,0.0
466,0.115726873,0.002252748,0.0,0.0
467,0.00180892,0.000126955,0.0,0.0
468,0.008107907,0.000384971,0.0,0.0
469,0.005205206,0.00024061,0.0,0.0
470,0.002484534,0.000117423,0.0,0.0
471,0.055483218,0.00123492,0.0,0.0
472,0.009480222,0.000301481,0.0,0.0
473,0.023995625,0.000612603,0.0,0.0
474,0.011524048,0.000315753,0.0,0.0
475,0.068034798,0.001513917,0.0,0.0
476,0.153130636,0.002970424,0.0,0.0
477,0.109888561,0.00236973,0.0,0.0
478,0.037978735,0.000954721,0.0,0.0
479,0.073557116,0.001422513,0.0,0.0
480,0.032018419,0.000781706,0.0,0.0
